N,e^delta,LemmaBound_NoMollifier,LemmaBound_Mollifier2,LemmaBound_Mollifier3,LemmaBound_Mollifier5,TriangleBound_NoMollifier,TriangleBound_Mollifier2,TriangleBound_Mollifier3,TriangleBound_Mollifier5
248,1.000000813077,-0.75454,-0.13806,0.05248,0.11251,-1.16187,-0.39006,-0.14997,-0.07332
249,1.000000806558,-0.75225,-0.13701,0.05410,0.11404,-1.15833,-0.38833,-0.14764,-0.07113
250,1.000000800118,-0.74997,-0.13451,0.05638,0.11645,-1.15480,-0.38482,-0.14449,-0.06785
251,1.000000793754,-0.74771,-0.13346,0.05700,0.11692,-1.15129,-0.38311,-0.14342,-0.06700
252,1.000000787466,-0.74545,-0.13099,0.05970,0.11971,-1.14780,-0.37964,-0.13974,-0.06325
253,1.000000781253,-0.74319,-0.12994,0.06032,0.12017,-1.14432,-0.37794,-0.13867,-0.06241
254,1.000000775112,-0.74095,-0.12750,0.06255,0.12237,-1.14086,-0.37451,-0.13559,-0.05941
255,1.000000769044,-0.73872,-0.12646,0.06413,0.12421,-1.13742,-0.37282,-0.13333,-0.05685
256,1.000000763047,-0.73649,-0.12404,0.06634,0.12638,-1.13399,-0.36942,-0.13029,-0.05389
257,1.000000757120,-0.73428,-0.12300,0.06696,0.12685,-1.13058,-0.36775,-0.12922,-0.05305
258,1.000000751261,-0.73207,-0.12060,0.06958,0.12955,-1.12719,-0.36439,-0.12568,-0.04944
259,1.000000745470,-0.72987,-0.11956,0.07020,0.13002,-1.12381,-0.36272,-0.12462,-0.04860
260,1.000000739746,-0.72768,-0.11719,0.07237,0.13231,-1.12044,-0.35940,-0.12164,-0.04550
261,1.000000734088,-0.72549,-0.11616,0.07390,0.13376,-1.11710,-0.35775,-0.11945,-0.04344
262,1.000000728494,-0.72332,-0.11381,0.07605,0.13587,-1.11377,-0.35446,-0.11651,-0.04058
263,1.000000722964,-0.72115,-0.11278,0.07667,0.13635,-1.11045,-0.35282,-0.11546,-0.03974
264,1.000000717497,-0.71899,-0.11046,0.07920,0.13896,-1.10715,-0.34957,-0.11203,-0.03626
265,1.000000712091,-0.71684,-0.10943,0.07983,0.14005,-1.10386,-0.34794,-0.11099,-0.03466
266,1.000000706747,-0.71470,-0.10713,0.08193,0.14211,-1.10059,-0.34473,-0.10811,-0.03186
267,1.000000701462,-0.71256,-0.10611,0.08343,0.14353,-1.09733,-0.34311,-0.10598,-0.02987
268,1.000000696236,-0.71043,-0.10383,0.08551,0.14557,-1.09409,-0.33993,-0.10313,-0.02710
269,1.000000691069,-0.70831,-0.10281,0.08613,0.14605,-1.09086,-0.33832,-0.10210,-0.02627
270,1.000000685959,-0.70620,-0.10055,0.08859,0.14864,-1.08765,-0.33517,-0.09879,-0.02282
271,1.000000680905,-0.70410,-0.09954,0.08921,0.14913,-1.08445,-0.33357,-0.09775,-0.02199
272,1.000000675907,-0.70200,-0.09730,0.09125,0.15113,-1.08127,-0.33046,-0.09497,-0.01928
273,1.000000670964,-0.69991,-0.09630,0.09271,0.15251,-1.07810,-0.32887,-0.09290,-0.01734
274,1.000000666075,-0.69783,-0.09408,0.09473,0.15449,-1.07494,-0.32579,-0.09015,-0.01467
275,1.000000661239,-0.69576,-0.09308,0.09535,0.15554,-1.07180,-0.32421,-0.08912,-0.01314
276,1.000000656455,-0.69369,-0.09088,0.09774,0.15799,-1.06868,-0.32116,-0.08592,-0.00989
277,1.000000651723,-0.69164,-0.08988,0.09836,0.15848,-1.06556,-0.31960,-0.08490,-0.00907
278,1.000000647043,-0.68959,-0.08770,0.10034,0.16042,-1.06246,-0.31658,-0.08220,-0.00645
279,1.000000642412,-0.68754,-0.08671,0.10177,0.16176,-1.05938,-0.31502,-0.08019,-0.00457
280,1.000000637831,-0.68551,-0.08455,0.10373,0.16383,-1.05630,-0.31204,-0.07753,-0.00180
281,1.000000633299,-0.68348,-0.08356,0.10435,0.16432,-1.05324,-0.31049,-0.07651,-0.00098
282,1.000000628815,-0.68146,-0.08143,0.10666,0.16669,-1.05020,-0.30753,-0.07342,0.00216
283,1.000000624379,-0.67944,-0.08044,0.10728,0.16718,-1.04717,-0.30600,-0.07241,0.00298
284,1.000000619989,-0.67744,-0.07832,0.10921,0.16906,-1.04415,-0.30307,-0.06979,0.00551
285,1.000000615645,-0.67544,-0.07734,0.11060,0.17066,-1.04114,-0.30155,-0.06784,0.00770
286,1.000000611347,-0.67344,-0.07524,0.11251,0.17253,-1.03815,-0.29865,-0.06526,0.01020
287,1.000000607094,-0.67146,-0.07427,0.11313,0.17302,-1.03517,-0.29714,-0.06426,0.01102
288,1.000000602885,-0.66948,-0.07219,0.11537,0.17532,-1.03220,-0.29427,-0.06126,0.01405
289,1.000000598719,-0.66751,-0.07121,0.11599,0.17581,-1.02925,-0.29276,-0.06027,0.01487
290,1.000000594597,-0.66554,-0.06915,0.11786,0.17778,-1.02630,-0.28992,-0.05773,0.01749
291,1.000000590517,-0.66359,-0.06818,0.11922,0.17906,-1.02337,-0.28843,-0.05583,0.01927
292,1.000000586479,-0.66164,-0.06614,0.12108,0.18088,-1.02046,-0.28562,-0.05332,0.02170
293,1.000000582482,-0.65969,-0.06518,0.12169,0.18137,-1.01755,-0.28413,-0.05234,0.02251
294,1.000000578526,-0.65776,-0.06315,0.12387,0.18360,-1.01466,-0.28135,-0.04943,0.02545
295,1.000000574610,-0.65583,-0.06219,0.12449,0.18459,-1.01178,-0.27987,-0.04845,0.02686
296,1.000000570734,-0.65390,-0.06019,0.12631,0.18637,-1.00891,-0.27712,-0.04599,0.02924
297,1.000000566896,-0.65199,-0.05923,0.12764,0.18762,-1.00606,-0.27565,-0.04414,0.03097
298,1.000000563098,-0.65008,-0.05724,0.12944,0.18939,-1.00321,-0.27292,-0.04171,0.03333
299,1.000000559337,-0.64817,-0.05629,0.13006,0.18988,-1.00038,-0.27147,-0.04074,0.03413
300,1.000000555614,-0.64628,-0.05432,0.13218,0.19210,-0.99756,-0.26876,-0.03792,0.03704
301,1.000000551928,-0.64439,-0.05337,0.13279,0.19260,-0.99475,-0.26732,-0.03696,0.03784
302,1.000000548279,-0.64250,-0.05142,0.13457,0.19433,-0.99195,-0.26464,-0.03457,0.04015
303,1.000000544665,-0.64063,-0.05047,0.13586,0.19556,-0.98917,-0.26320,-0.03277,0.04184
304,1.000000541087,-0.63876,-0.04854,0.13762,0.19727,-0.98639,-0.26055,-0.03040,0.04412
305,1.000000537545,-0.63689,-0.04760,0.13823,0.19823,-0.98363,-0.25912,-0.02945,0.04548
306,1.000000534037,-0.63503,-0.04568,0.14029,0.20033,-0.98088,-0.25649,-0.02672,0.04824
307,1.000000530563,-0.63318,-0.04474,0.14090,0.20082,-0.97814,-0.25508,-0.02576,0.04902
308,1.000000527123,-0.63134,-0.04284,0.14263,0.20251,-0.97541,-0.25247,-0.02344,0.05127
309,1.000000523717,-0.62950,-0.04191,0.14389,0.20370,-0.97269,-0.25106,-0.02169,0.05291
310,1.000000520343,-0.62767,-0.04002,0.14560,0.20549,-0.96999,-0.24848,-0.01939,0.05527
311,1.000000517002,-0.62584,-0.03909,0.14621,0.20599,-0.96729,-0.24709,-0.01845,0.05605
312,1.000000513693,-0.62402,-0.03722,0.14822,0.20803,-0.96460,-0.24453,-0.01580,0.05873
313,1.000000510415,-0.62221,-0.03630,0.14882,0.20853,-0.96193,-0.24314,-0.01486,0.05951
314,1.000000507169,-0.62040,-0.03444,0.15051,0.21017,-0.95927,-0.24061,-0.01261,0.06169
315,1.000000503954,-0.61860,-0.03353,0.15174,0.21157,-0.95661,-0.23923,-0.01090,0.06358
316,1.000000500769,-0.61680,-0.03168,0.15341,0.21320,-0.95397,-0.23672,-0.00867,0.06573
317,1.000000497614,-0.61501,-0.03077,0.15402,0.21369,-0.95134,-0.23535,-0.00774,0.06651
318,1.000000494489,-0.61323,-0.02894,0.15597,0.21568,-0.94872,-0.23286,-0.00516,0.06910
319,1.000000491394,-0.61145,-0.02804,0.15657,0.21617,-0.94611,-0.23150,-0.00424,0.06987
320,1.000000488327,-0.60968,-0.02622,0.15821,0.21788,-0.94351,-0.22904,-0.00204,0.07213
321,1.000000485289,-0.60792,-0.02532,0.15942,0.21903,-0.94092,-0.22768,-0.00038,0.07368
322,1.000000482279,-0.60616,-0.02352,0.16104,0.22061,-0.93834,-0.22524,0.00179,0.07578
323,1.000000479297,-0.60440,-0.02262,0.16164,0.22110,-0.93577,-0.22389,0.00271,0.07655
324,1.000000476343,-0.60265,-0.02084,0.16354,0.22304,-0.93321,-0.22147,0.00521,0.07907
325,1.000000473416,-0.60091,-0.01995,0.16414,0.22393,-0.93066,-0.22014,0.00612,0.08032
326,1.000000470516,-0.59918,-0.01818,0.16574,0.22549,-0.92812,-0.21774,0.00825,0.08238
327,1.000000467642,-0.59744,-0.01729,0.16692,0.22661,-0.92559,-0.21641,0.00988,0.08390
328,1.000000464795,-0.59572,-0.01553,0.16851,0.22815,-0.92307,-0.21404,0.01199,0.08594
329,1.000000461973,-0.59400,-0.01464,0.16910,0.22864,-0.92056,-0.21271,0.01289,0.08669
330,1.000000459177,-0.59229,-0.01291,0.17095,0.23057,-0.91806,-0.21036,0.01532,0.08920
331,1.000000456407,-0.59058,-0.01202,0.17155,0.23106,-0.91557,-0.20905,0.01622,0.08995
332,1.000000453661,-0.58888,-0.01030,0.17311,0.23258,-0.91308,-0.20671,0.01830,0.09195
333,1.000000450940,-0.58718,-0.00942,0.17427,0.23367,-0.91061,-0.20541,0.01988,0.09343
334,1.000000448244,-0.58549,-0.00771,0.17581,0.23518,-0.90815,-0.20310,0.02193,0.09542
335,1.000000445572,-0.58380,-0.00683,0.17640,0.23605,-0.90570,-0.20180,0.02283,0.09662
336,1.000000442923,-0.58212,-0.00513,0.17820,0.23788,-0.90325,-0.19951,0.02519,0.09900
337,1.000000440298,-0.58045,-0.00426,0.17879,0.23836,-0.90082,-0.19822,0.02608,0.09974
338,1.000000437697,-0.57878,-0.00258,0.18032,0.23984,-0.89839,-0.19594,0.02809,0.10169
339,1.000000435118,-0.57711,-0.00171,0.18145,0.24091,-0.89598,-0.19466,0.02964,0.10314
340,1.000000432562,-0.57545,-0.00004,0.18296,0.24248,-0.89357,-0.19241,0.03164,0.10519
341,1.000000430029,-0.57380,0.00083,0.18354,0.24297,-0.89117,-0.19114,0.03252,0.10593
342,1.000000427517,-0.57215,0.00248,0.18530,0.24475,-0.88878,-0.18890,0.03482,0.10824
343,1.000000425028,-0.57051,0.00334,0.18588,0.24524,-0.88640,-0.18764,0.03569,0.10897
344,1.000000422560,-0.56887,0.00499,0.18737,0.24668,-0.88403,-0.18542,0.03766,0.11087
345,1.000000420114,-0.56724,0.00584,0.18848,0.24793,-0.88167,-0.18417,0.03917,0.11252
346,1.000000417689,-0.56561,0.00748,0.18995,0.24936,-0.87931,-0.18197,0.04112,0.11440
347,1.000000415285,-0.56399,0.00833,0.19053,0.24984,-0.87697,-0.18072,0.04198,0.11513
348,1.000000412901,-0.56237,0.00995,0.19225,0.25158,-0.87463,-0.17854,0.04422,0.11738
349,1.000000410538,-0.56076,0.01079,0.19283,0.25207,-0.87231,-0.17730,0.04508,0.11810
350,1.000000408196,-0.55915,0.01240,0.19428,0.25357,-0.86999,-0.17514,0.04700,0.12006
351,1.000000405873,-0.55755,0.01325,0.19536,0.25459,-0.86768,-0.17391,0.04847,0.12144
352,1.000000403570,-0.55595,0.01484,0.19680,0.25599,-0.86537,-0.17176,0.05037,0.12327
353,1.000000401286,-0.55436,0.01568,0.19738,0.25648,-0.86308,-0.17054,0.05123,0.12399
354,1.000000399022,-0.55278,0.01726,0.19905,0.25817,-0.86080,-0.16841,0.05340,0.12618
355,1.000000396777,-0.55119,0.01810,0.19962,0.25898,-0.85852,-0.16719,0.05425,0.12730
356,1.000000394551,-0.54962,0.01967,0.20104,0.26036,-0.85625,-0.16509,0.05612,0.12910
357,1.000000392344,-0.54805,0.02050,0.20210,0.26136,-0.85399,-0.16388,0.05756,0.13045
358,1.000000390155,-0.54648,0.02206,0.20351,0.26273,-0.85174,-0.16179,0.05941,0.13223
359,1.000000387984,-0.54492,0.02289,0.20408,0.26321,-0.84949,-0.16058,0.06025,0.13294
360,1.000000385831,-0.54336,0.02444,0.20571,0.26490,-0.84726,-0.15851,0.06237,0.13512
361,1.000000383697,-0.54181,0.02526,0.20628,0.26538,-0.84503,-0.15731,0.06321,0.13583
362,1.000000381580,-0.54026,0.02680,0.20766,0.26672,-0.84281,-0.15526,0.06503,0.13758
363,1.000000379480,-0.53872,0.02762,0.20871,0.26771,-0.84060,-0.15407,0.06644,0.13890
364,1.000000377398,-0.53718,0.02914,0.21008,0.26904,-0.83839,-0.15203,0.06824,0.14064
365,1.000000375332,-0.53564,0.02996,0.21065,0.26983,-0.83620,-0.15085,0.06907,0.14172
366,1.000000373284,-0.53412,0.03147,0.21224,0.27144,-0.83401,-0.14882,0.07114,0.14379
367,1.000000371252,-0.53259,0.03229,0.21280,0.27192,-0.83183,-0.14765,0.07197,0.14449
368,1.000000369237,-0.53107,0.03379,0.21415,0.27323,-0.82965,-0.14564,0.07374,0.14620
369,1.000000367239,-0.52956,0.03460,0.21518,0.27419,-0.82749,-0.14447,0.07512,0.14749
370,1.000000365256,-0.52805,0.03609,0.21652,0.27558,-0.82533,-0.14248,0.07688,0.14928
371,1.000000363290,-0.52654,0.03689,0.21708,0.27605,-0.82318,-0.14132,0.07770,0.14998
372,1.000000361339,-0.52504,0.03837,0.21863,0.27762,-0.82104,-0.13935,0.07971,0.15200
373,1.000000359404,-0.52354,0.03918,0.21919,0.27810,-0.81890,-0.13819,0.08052,0.15269
374,1.000000357484,-0.52205,0.04065,0.22052,0.27938,-0.81677,-0.13623,0.08226,0.15436
375,1.000000355580,-0.52056,0.04144,0.22152,0.28049,-0.81465,-0.13509,0.08360,0.15582
376,1.000000353691,-0.51908,0.04290,0.22283,0.28177,-0.81254,-0.13314,0.08532,0.15747
377,1.000000351817,-0.51760,0.04370,0.22339,0.28224,-0.81043,-0.13200,0.08613,0.15816
378,1.000000349958,-0.51613,0.04515,0.22490,0.28377,-0.80834,-0.13007,0.08809,0.16012
379,1.000000348114,-0.51466,0.04594,0.22546,0.28424,-0.80624,-0.12894,0.08889,0.16080
380,1.000000346284,-0.51319,0.04738,0.22675,0.28557,-0.80416,-0.12703,0.09059,0.16253
381,1.000000344468,-0.51173,0.04816,0.22773,0.28650,-0.80208,-0.12590,0.09190,0.16376
382,1.000000342667,-0.51028,0.04959,0.22902,0.28774,-0.80001,-0.12400,0.09358,0.16537
383,1.000000340880,-0.50882,0.05037,0.22957,0.28821,-0.79795,-0.12288,0.09437,0.16605
384,1.000000339107,-0.50738,0.05179,0.23105,0.28971,-0.79590,-0.12099,0.09629,0.16797
385,1.000000337347,-0.50593,0.05257,0.23160,0.29046,-0.79385,-0.11988,0.09708,0.16898
386,1.000000335602,-0.50449,0.05398,0.23286,0.29168,-0.79181,-0.11801,0.09873,0.17057
387,1.000000333869,-0.50306,0.05476,0.23383,0.29259,-0.78977,-0.11690,0.10002,0.17177
388,1.000000332151,-0.50163,0.05615,0.23508,0.29381,-0.78774,-0.11505,0.10166,0.17335
389,1.000000330445,-0.50020,0.05693,0.23563,0.29427,-0.78572,-0.11394,0.10244,0.17401
390,1.000000328752,-0.49878,0.05831,0.23708,0.29577,-0.78371,-0.11210,0.10431,0.17593
391,1.000000327073,-0.49736,0.05908,0.23762,0.29623,-0.78170,-0.11101,0.10509,0.17659
392,1.000000325406,-0.49595,0.06046,0.23886,0.29743,-0.77970,-0.10918,0.10671,0.17814
393,1.000000323752,-0.49454,0.06123,0.23980,0.29832,-0.77771,-0.10809,0.10797,0.17932
394,1.000000322111,-0.49313,0.06260,0.24103,0.29951,-0.77572,-0.10628,0.10957,0.18086
395,1.000000320482,-0.49173,0.06336,0.24157,0.30024,-0.77374,-0.10519,0.11034,0.18184
396,1.000000318865,-0.49033,0.06472,0.24299,0.30167,-0.77176,-0.10340,0.11216,0.18366
397,1.000000317261,-0.48894,0.06548,0.24353,0.30212,-0.76980,-0.10232,0.11293,0.18432
398,1.000000315668,-0.48755,0.06683,0.24474,0.30330,-0.76784,-0.10053,0.11451,0.18583
399,1.000000314088,-0.48616,0.06758,0.24567,0.30417,-0.76588,-0.09946,0.11574,0.18699
400,1.000000312519,-0.48478,0.06892,0.24687,0.30541,-0.76393,-0.09769,0.11731,0.18858
401,1.000000310962,-0.48340,0.06968,0.24740,0.30586,-0.76199,-0.09662,0.11807,0.18923
402,1.000000309417,-0.48203,0.07101,0.24879,0.30726,-0.76006,-0.09486,0.11985,0.19101
403,1.000000307883,-0.48066,0.07176,0.24932,0.30772,-0.75813,-0.09380,0.12061,0.19166
404,1.000000306361,-0.47929,0.07308,0.25051,0.30887,-0.75620,-0.09206,0.12215,0.19314
405,1.000000304850,-0.47793,0.07382,0.25142,0.30987,-0.75429,-0.09100,0.12336,0.19444
406,1.000000303350,-0.47657,0.07514,0.25260,0.31101,-0.75238,-0.08927,0.12489,0.19591
407,1.000000301861,-0.47522,0.07588,0.25313,0.31146,-0.75047,-0.08822,0.12564,0.19655
408,1.000000300383,-0.47387,0.07718,0.25448,0.31282,-0.74858,-0.08650,0.12738,0.19829
409,1.000000298916,-0.47252,0.07792,0.25501,0.31328,-0.74669,-0.08546,0.12813,0.19893
410,1.000000297460,-0.47118,0.07922,0.25617,0.31447,-0.74480,-0.08375,0.12963,0.20046
411,1.000000296014,-0.46984,0.07995,0.25707,0.31531,-0.74292,-0.08272,0.13082,0.20156
412,1.000000294578,-0.46851,0.08124,0.25822,0.31643,-0.74105,-0.08102,0.13231,0.20300
413,1.000000293154,-0.46718,0.08197,0.25874,0.31688,-0.73918,-0.07999,0.13305,0.20363
414,1.000000291739,-0.46585,0.08325,0.26007,0.31821,-0.73732,-0.07831,0.13475,0.20533
415,1.000000290335,-0.46452,0.08398,0.26059,0.31890,-0.73546,-0.07728,0.13549,0.20625
416,1.000000288940,-0.46320,0.08525,0.26173,0.32000,-0.73361,-0.07561,0.13696,0.20766
417,1.000000287556,-0.46189,0.08598,0.26261,0.32082,-0.73177,-0.07459,0.13812,0.20875
418,1.000000286182,-0.46058,0.08724,0.26374,0.32192,-0.72993,-0.07293,0.13959,0.21015
419,1.000000284817,-0.45927,0.08796,0.26425,0.32236,-0.72810,-0.07192,0.14031,0.21078
420,1.000000283463,-0.45796,0.08921,0.26555,0.32370,-0.72628,-0.07027,0.14198,0.21247
421,1.000000282118,-0.45666,0.08993,0.26607,0.32414,-0.72446,-0.06926,0.14270,0.21310
422,1.000000280782,-0.45536,0.09118,0.26719,0.32522,-0.72264,-0.06763,0.14414,0.21448
423,1.000000279456,-0.45407,0.09189,0.26805,0.32603,-0.72083,-0.06663,0.14528,0.21554
424,1.000000278139,-0.45278,0.09313,0.26916,0.32710,-0.71903,-0.06500,0.14671,0.21692
425,1.000000276832,-0.45149,0.09384,0.26967,0.32777,-0.71723,-0.06401,0.14743,0.21780
426,1.000000275534,-0.45020,0.09507,0.27094,0.32905,-0.71544,-0.06239,0.14906,0.21942
427,1.000000274245,-0.44892,0.09578,0.27145,0.32949,-0.71366,-0.06140,0.14977,0.22004
428,1.000000272964,-0.44765,0.09700,0.27254,0.33055,-0.71187,-0.05980,0.15118,0.22139
429,1.000000271693,-0.44637,0.09771,0.27339,0.33134,-0.71010,-0.05881,0.15230,0.22243
430,1.000000270431,-0.44510,0.09892,0.27448,0.33245,-0.70833,-0.05722,0.15370,0.22385
431,1.000000269178,-0.44384,0.09962,0.27498,0.33289,-0.70657,-0.05624,0.15441,0.22446
432,1.000000267933,-0.44258,0.10083,0.27623,0.33414,-0.70481,-0.05466,0.15600,0.22604
433,1.000000266697,-0.44132,0.10153,0.27673,0.33458,-0.70306,-0.05369,0.15670,0.22665
434,1.000000265469,-0.44006,0.10273,0.27781,0.33561,-0.70131,-0.05212,0.15808,0.22798
435,1.000000264250,-0.43881,0.10342,0.27864,0.33652,-0.69957,-0.05115,0.15918,0.22915
436,1.000000263039,-0.43756,0.10461,0.27970,0.33755,-0.69783,-0.04959,0.16055,0.23046
437,1.000000261836,-0.43631,0.10531,0.28020,0.33798,-0.69610,-0.04863,0.16125,0.23106
438,1.000000260642,-0.43507,0.10649,0.28142,0.33921,-0.69437,-0.04708,0.16280,0.23261
439,1.000000259456,-0.43383,0.10718,0.28192,0.33964,-0.69265,-0.04612,0.16350,0.23321
440,1.000000258278,-0.43260,0.10836,0.28297,0.34071,-0.69093,-0.04458,0.16485,0.23458
441,1.000000257108,-0.43136,0.10904,0.28379,0.34148,-0.68922,-0.04363,0.16592,0.23558
442,1.000000255946,-0.43013,0.11021,0.28484,0.34249,-0.68752,-0.04210,0.16726,0.23687
443,1.000000254791,-0.42891,0.11090,0.28533,0.34292,-0.68582,-0.04115,0.16795,0.23746
444,1.000000253645,-0.42769,0.11206,0.28653,0.34412,-0.68412,-0.03964,0.16948,0.23898
445,1.000000252506,-0.42647,0.11274,0.28702,0.34475,-0.68243,-0.03869,0.17016,0.23981
446,1.000000251375,-0.42525,0.11389,0.28805,0.34575,-0.68075,-0.03719,0.17149,0.24108
447,1.000000250252,-0.42404,0.11457,0.28886,0.34650,-0.67907,-0.03625,0.17254,0.24206
448,1.000000249136,-0.42283,0.11572,0.28988,0.34749,-0.67739,-0.03475,0.17385,0.24332
449,1.000000248027,-0.42162,0.11639,0.29037,0.34792,-0.67572,-0.03382,0.17453,0.24391
450,1.000000246926,-0.42042,0.11753,0.29154,0.34912,-0.67406,-0.03233,0.17602,0.24542
451,1.000000245832,-0.41922,0.11820,0.29203,0.34954,-0.67240,-0.03140,0.17670,0.24601
452,1.000000244745,-0.41802,0.11933,0.29304,0.35052,-0.67075,-0.02993,0.17800,0.24725
453,1.000000243666,-0.41683,0.12000,0.29383,0.35126,-0.66910,-0.02900,0.17903,0.24822
454,1.000000242594,-0.41564,0.12113,0.29484,0.35223,-0.66745,-0.02754,0.18032,0.24945
455,1.000000241528,-0.41445,0.12180,0.29532,0.35285,-0.66581,-0.02662,0.18099,0.25026
456,1.000000240470,-0.41327,0.12291,0.29647,0.35400,-0.66418,-0.02516,0.18244,0.25171
457,1.000000239419,-0.41209,0.12358,0.29696,0.35442,-0.66255,-0.02425,0.18311,0.25229
458,1.000000238375,-0.41091,0.12469,0.29795,0.35538,-0.66092,-0.02280,0.18438,0.25351
459,1.000000237337,-0.40973,0.12535,0.29873,0.35610,-0.65930,-0.02189,0.18540,0.25445
460,1.000000236306,-0.40856,0.12645,0.29971,0.35711,-0.65768,-0.02045,0.18666,0.25572
461,1.000000235282,-0.40739,0.12711,0.30019,0.35753,-0.65607,-0.01955,0.18732,0.25630
462,1.000000234265,-0.40623,0.12821,0.30132,0.35865,-0.65447,-0.01812,0.18875,0.25771
463,1.000000233254,-0.40507,0.12887,0.30180,0.35907,-0.65286,-0.01722,0.18941,0.25828
464,1.000000232249,-0.40391,0.12996,0.30277,0.36001,-0.65127,-0.01580,0.19065,0.25948
465,1.000000231251,-0.40275,0.13061,0.30354,0.36084,-0.64967,-0.01490,0.19165,0.26054
466,1.000000230260,-0.40160,0.13169,0.30450,0.36177,-0.64809,-0.01349,0.19288,0.26172
467,1.000000229275,-0.40045,0.13234,0.30498,0.36218,-0.64650,-0.01260,0.19354,0.26229
468,1.000000228296,-0.39930,0.13342,0.30608,0.36329,-0.64492,-0.01120,0.19493,0.26367
469,1.000000227323,-0.39815,0.13407,0.30656,0.36370,-0.64335,-0.01032,0.19558,0.26424
470,1.000000226357,-0.39701,0.13514,0.30751,0.36468,-0.64178,-0.00893,0.19681,0.26547
471,1.000000225397,-0.39587,0.13578,0.30826,0.36538,-0.64022,-0.00804,0.19778,0.26638
472,1.000000224443,-0.39474,0.13685,0.30922,0.36630,-0.63866,-0.00666,0.19900,0.26754
473,1.000000223495,-0.39360,0.13749,0.30969,0.36671,-0.63710,-0.00578,0.19964,0.26810
474,1.000000222553,-0.39247,0.13855,0.31077,0.36779,-0.63555,-0.00441,0.20101,0.26946
475,1.000000221617,-0.39135,0.13919,0.31124,0.36838,-0.63400,-0.00353,0.20165,0.27022
476,1.000000220686,-0.39022,0.14024,0.31218,0.36928,-0.63246,-0.00217,0.20285,0.27137
477,1.000000219762,-0.38910,0.14088,0.31292,0.36997,-0.63092,-0.00130,0.20381,0.27226
478,1.000000218843,-0.38798,0.14192,0.31385,0.37087,-0.62939,0.00005,0.20500,0.27340
479,1.000000217931,-0.38687,0.14256,0.31431,0.37128,-0.62786,0.00092,0.20563,0.27395
480,1.000000217023,-0.38575,0.14360,0.31538,0.37237,-0.62633,0.00227,0.20697,0.27531
481,1.000000216122,-0.38464,0.14423,0.31584,0.37277,-0.62481,0.00313,0.20761,0.27586
482,1.000000215226,-0.38354,0.14526,0.31676,0.37366,-0.62329,0.00447,0.20878,0.27699
483,1.000000214336,-0.38243,0.14589,0.31749,0.37434,-0.62178,0.00532,0.20972,0.27786
484,1.000000213451,-0.38133,0.14692,0.31841,0.37522,-0.62027,0.00665,0.21089,0.27898
485,1.000000212572,-0.38023,0.14754,0.31887,0.37580,-0.61877,0.00750,0.21152,0.27973
486,1.000000211698,-0.37913,0.14856,0.31991,0.37684,-0.61727,0.00883,0.21283,0.28103
487,1.000000210829,-0.37804,0.14919,0.32037,0.37724,-0.61577,0.00967,0.21345,0.28157
488,1.000000209966,-0.37695,0.15020,0.32127,0.37811,-0.61428,0.01099,0.21461,0.28268
489,1.000000209108,-0.37586,0.15082,0.32199,0.37878,-0.61280,0.01183,0.21553,0.28354
490,1.000000208255,-0.37478,0.15183,0.32289,0.37970,-0.61131,0.01314,0.21668,0.28469
491,1.000000207408,-0.37369,0.15245,0.32335,0.38009,-0.60983,0.01398,0.21730,0.28523
492,1.000000206566,-0.37261,0.15345,0.32437,0.38112,-0.60836,0.01527,0.21859,0.28650
493,1.000000205728,-0.37154,0.15407,0.32482,0.38151,-0.60689,0.01611,0.21920,0.28704
494,1.000000204896,-0.37046,0.15507,0.32571,0.38237,-0.60542,0.01740,0.22033,0.28812
495,1.000000204069,-0.36939,0.15568,0.32642,0.38313,-0.60396,0.01823,0.22124,0.28908
496,1.000000203247,-0.36832,0.15667,0.32730,0.38398,-0.60250,0.01951,0.22236,0.29016
497,1.000000202430,-0.36725,0.15728,0.32775,0.38437,-0.60105,0.02034,0.22297,0.29069
498,1.000000201618,-0.36619,0.15827,0.32876,0.38538,-0.59960,0.02161,0.22424,0.29194
499,1.000000200811,-0.36513,0.15888,0.32921,0.38577,-0.59815,0.02244,0.22485,0.29247
500,1.000000200008,-0.36407,0.15986,0.33008,0.38666,-0.59671,0.02370,0.22596,0.29358
501,1.000000199211,-0.36301,0.16046,0.33077,0.38731,-0.59527,0.02452,0.22685,0.29442
502,1.000000198418,-0.36196,0.16144,0.33164,0.38814,-0.59383,0.02578,0.22795,0.29547
503,1.000000197629,-0.36091,0.16204,0.33209,0.38853,-0.59240,0.02659,0.22855,0.29599
504,1.000000196846,-0.35986,0.16301,0.33308,0.38952,-0.59098,0.02785,0.22980,0.29722
505,1.000000196067,-0.35881,0.16361,0.33352,0.39006,-0.58955,0.02866,0.23039,0.29793
506,1.000000195293,-0.35777,0.16458,0.33438,0.39089,-0.58813,0.02990,0.23148,0.29897
507,1.000000194523,-0.35673,0.16517,0.33506,0.39153,-0.58672,0.03071,0.23236,0.29979
508,1.000000193758,-0.35569,0.16613,0.33592,0.39235,-0.58531,0.03194,0.23344,0.30082
509,1.000000192997,-0.35466,0.16673,0.33636,0.39274,-0.58390,0.03275,0.23404,0.30134
510,1.000000192241,-0.35362,0.16768,0.33733,0.39373,-0.58250,0.03397,0.23526,0.30257
