N,|E1/B0_eff|,|E2/B0_eff|
784,6.05627E-08,5.37464E-07
785,6.03738E-08,5.36154E-07
786,6.01858E-08,5.34848E-07
787,5.99986E-08,5.33547E-07
788,5.98122E-08,5.32251E-07
789,5.96266E-08,5.3096E-07
790,5.94418E-08,5.29673E-07
791,5.92579E-08,5.28391E-07
792,5.90747E-08,5.27114E-07
793,5.88923E-08,5.25842E-07
794,5.87108E-08,5.24574E-07
795,5.853E-08,5.23311E-07
796,5.835E-08,5.22053E-07
797,5.81707E-08,5.208E-07
798,5.79923E-08,5.1955E-07
799,5.78146E-08,5.18306E-07
800,5.76377E-08,5.17066E-07
801,5.74615E-08,5.15831E-07
802,5.72862E-08,5.146E-07
803,5.71115E-08,5.13373E-07
804,5.69376E-08,5.12151E-07
805,5.67645E-08,5.10934E-07
806,5.65921E-08,5.09721E-07
807,5.64204E-08,5.08512E-07
808,5.62494E-08,5.07308E-07
809,5.60792E-08,5.06108E-07
810,5.59098E-08,5.04912E-07
811,5.5741E-08,5.03721E-07
812,5.55729E-08,5.02534E-07
813,5.54056E-08,5.01351E-07
814,5.5239E-08,5.00172E-07
815,5.50731E-08,4.98998E-07
816,5.49078E-08,4.97828E-07
817,5.47433E-08,4.96662E-07
818,5.45795E-08,4.955E-07
819,5.44163E-08,4.94343E-07
820,5.42539E-08,4.93189E-07
821,5.40921E-08,4.9204E-07
822,5.3931E-08,4.90895E-07
823,5.37706E-08,4.89754E-07
824,5.36109E-08,4.88617E-07
825,5.34518E-08,4.87484E-07
826,5.32934E-08,4.86354E-07
827,5.31356E-08,4.85229E-07
828,5.29785E-08,4.84108E-07
829,5.28221E-08,4.82991E-07
830,5.26663E-08,4.81878E-07
831,5.25111E-08,4.80769E-07
832,5.23566E-08,4.79663E-07
833,5.22028E-08,4.78562E-07
834,5.20495E-08,4.77464E-07
835,5.18969E-08,4.7637E-07
836,5.1745E-08,4.7528E-07
837,5.15936E-08,4.74194E-07
838,5.14429E-08,4.73112E-07
839,5.12928E-08,4.72033E-07
840,5.11433E-08,4.70958E-07
841,5.09945E-08,4.69887E-07
842,5.08462E-08,4.6882E-07
843,5.06986E-08,4.67756E-07
844,5.05515E-08,4.66696E-07
845,5.04051E-08,4.6564E-07
846,5.02592E-08,4.64587E-07
847,5.0114E-08,4.63538E-07
848,4.99693E-08,4.62493E-07
849,4.98252E-08,4.61451E-07
850,4.96817E-08,4.60413E-07
851,4.95388E-08,4.59378E-07
852,4.93965E-08,4.58347E-07
853,4.92547E-08,4.57319E-07
854,4.91135E-08,4.56295E-07
855,4.89729E-08,4.55275E-07
856,4.88329E-08,4.54258E-07
857,4.86934E-08,4.53244E-07
858,4.85544E-08,4.52234E-07
859,4.84161E-08,4.51227E-07
860,4.82783E-08,4.50224E-07
861,4.8141E-08,4.49224E-07
862,4.80043E-08,4.48227E-07
863,4.78681E-08,4.47234E-07
864,4.77325E-08,4.46245E-07
865,4.75974E-08,4.45258E-07
866,4.74629E-08,4.44275E-07
867,4.73289E-08,4.43295E-07
868,4.71954E-08,4.42319E-07
869,4.70625E-08,4.41346E-07
870,4.69301E-08,4.40376E-07
871,4.67982E-08,4.39409E-07
872,4.66668E-08,4.38446E-07
873,4.65359E-08,4.37486E-07
874,4.64056E-08,4.36529E-07
875,4.62758E-08,4.35575E-07
876,4.61465E-08,4.34624E-07
877,4.60177E-08,4.33677E-07
878,4.58894E-08,4.32733E-07
879,4.57616E-08,4.31791E-07
880,4.56343E-08,4.30853E-07
881,4.55075E-08,4.29919E-07
882,4.53812E-08,4.28987E-07
883,4.52554E-08,4.28058E-07
884,4.51301E-08,4.27132E-07
885,4.50053E-08,4.2621E-07
886,4.48809E-08,4.2529E-07
887,4.47571E-08,4.24374E-07
888,4.46337E-08,4.2346E-07
889,4.45108E-08,4.2255E-07
890,4.43884E-08,4.21642E-07
891,4.42665E-08,4.20738E-07
892,4.4145E-08,4.19836E-07
893,4.4024E-08,4.18938E-07
894,4.39034E-08,4.18042E-07
895,4.37834E-08,4.17149E-07
896,4.36638E-08,4.1626E-07
897,4.35446E-08,4.15373E-07
898,4.34259E-08,4.14489E-07
899,4.33077E-08,4.13608E-07
900,4.31899E-08,4.12729E-07
901,4.30726E-08,4.11854E-07
902,4.29557E-08,4.10981E-07
903,4.28393E-08,4.10111E-07
904,4.27233E-08,4.09244E-07
905,4.26077E-08,4.0838E-07
906,4.24926E-08,4.07519E-07
907,4.23779E-08,4.0666E-07
908,4.22637E-08,4.05804E-07
909,4.21499E-08,4.04951E-07
910,4.20365E-08,4.04101E-07
911,4.19236E-08,4.03253E-07
912,4.18111E-08,4.02408E-07
913,4.1699E-08,4.01566E-07
914,4.15873E-08,4.00727E-07
915,4.14761E-08,3.9989E-07
916,4.13653E-08,3.99056E-07
917,4.12549E-08,3.98224E-07
918,4.11449E-08,3.97395E-07
919,4.10353E-08,3.96569E-07
920,4.09261E-08,3.95746E-07
921,4.08174E-08,3.94925E-07
922,4.0709E-08,3.94106E-07
923,4.06011E-08,3.93291E-07
924,4.04935E-08,3.92477E-07
925,4.03864E-08,3.91667E-07
926,4.02796E-08,3.90859E-07
927,4.01733E-08,3.90053E-07
928,4.00673E-08,3.8925E-07
929,3.99618E-08,3.8845E-07
930,3.98566E-08,3.87652E-07
931,3.97518E-08,3.86856E-07
932,3.96474E-08,3.86063E-07
933,3.95434E-08,3.85273E-07
934,3.94398E-08,3.84485E-07
935,3.93366E-08,3.83699E-07
936,3.92337E-08,3.82916E-07
937,3.91313E-08,3.82136E-07
938,3.90292E-08,3.81357E-07
939,3.89274E-08,3.80582E-07
940,3.88261E-08,3.79808E-07
941,3.87251E-08,3.79037E-07
942,3.86245E-08,3.78269E-07
943,3.85243E-08,3.77503E-07
944,3.84244E-08,3.76739E-07
945,3.83249E-08,3.75977E-07
946,3.82257E-08,3.75218E-07
947,3.81269E-08,3.74461E-07
948,3.80285E-08,3.73707E-07
949,3.79305E-08,3.72955E-07
950,3.78327E-08,3.72205E-07
951,3.77354E-08,3.71458E-07
952,3.76384E-08,3.70712E-07
953,3.75417E-08,3.69969E-07
954,3.74454E-08,3.69229E-07
955,3.73495E-08,3.6849E-07
956,3.72539E-08,3.67754E-07
957,3.71586E-08,3.6702E-07
958,3.70637E-08,3.66289E-07
959,3.69691E-08,3.65559E-07
960,3.68749E-08,3.64832E-07
961,3.6781E-08,3.64107E-07
962,3.66874E-08,3.63384E-07
963,3.65942E-08,3.62664E-07
964,3.65013E-08,3.61946E-07
965,3.64087E-08,3.61229E-07
966,3.63165E-08,3.60515E-07
967,3.62246E-08,3.59803E-07
968,3.6133E-08,3.59094E-07
969,3.60418E-08,3.58386E-07
970,3.59508E-08,3.57681E-07
971,3.58602E-08,3.56977E-07
972,3.577E-08,3.56276E-07
973,3.568E-08,3.55577E-07
974,3.55904E-08,3.5488E-07
975,3.5501E-08,3.54185E-07
976,3.5412E-08,3.53492E-07
977,3.53233E-08,3.52801E-07
978,3.5235E-08,3.52112E-07
979,3.51469E-08,3.51426E-07
980,3.50591E-08,3.50741E-07
981,3.49717E-08,3.50058E-07
982,3.48845E-08,3.49378E-07
983,3.47977E-08,3.48699E-07
984,3.47112E-08,3.48023E-07
985,3.46249E-08,3.47348E-07
986,3.4539E-08,3.46676E-07
987,3.44534E-08,3.46005E-07
988,3.43681E-08,3.45337E-07
989,3.4283E-08,3.4467E-07
990,3.41983E-08,3.44006E-07
991,3.41139E-08,3.43343E-07
992,3.40297E-08,3.42682E-07
993,3.39459E-08,3.42023E-07
994,3.38623E-08,3.41367E-07
995,3.37791E-08,3.40712E-07
996,3.36961E-08,3.40059E-07
997,3.36134E-08,3.39408E-07
998,3.3531E-08,3.38758E-07
999,3.34488E-08,3.38111E-07
1000,3.3367E-08,3.37466E-07
1001,3.32855E-08,3.36822E-07
1002,3.32042E-08,3.36181E-07
1003,3.31232E-08,3.35541E-07
1004,3.30425E-08,3.34903E-07
1005,3.2962E-08,3.34267E-07
1006,3.28819E-08,3.33633E-07
1007,3.2802E-08,3.33001E-07
1008,3.27223E-08,3.3237E-07
1009,3.2643E-08,3.31741E-07
1010,3.25639E-08,3.31115E-07
1011,3.24851E-08,3.3049E-07
1012,3.24066E-08,3.29866E-07
1013,3.23283E-08,3.29245E-07
1014,3.22503E-08,3.28625E-07
1015,3.21726E-08,3.28007E-07
1016,3.20951E-08,3.27391E-07
1017,3.20179E-08,3.26777E-07
1018,3.1941E-08,3.26164E-07
1019,3.18643E-08,3.25553E-07
1020,3.17879E-08,3.24944E-07
1021,3.17117E-08,3.24337E-07
1022,3.16358E-08,3.23731E-07
1023,3.15601E-08,3.23128E-07
1024,3.14847E-08,3.22525E-07
1025,3.14096E-08,3.21925E-07
1026,3.13347E-08,3.21326E-07
1027,3.126E-08,3.20729E-07
1028,3.11857E-08,3.20134E-07
1029,3.11115E-08,3.1954E-07
1030,3.10376E-08,3.18948E-07
1031,3.0964E-08,3.18358E-07
1032,3.08906E-08,3.17769E-07
1033,3.08174E-08,3.17183E-07
1034,3.07445E-08,3.16597E-07
1035,3.06719E-08,3.16014E-07
1036,3.05994E-08,3.15432E-07
1037,3.05272E-08,3.14851E-07
1038,3.04553E-08,3.14273E-07
1039,3.03836E-08,3.13696E-07
1040,3.03121E-08,3.1312E-07
1041,3.02409E-08,3.12546E-07
1042,3.01699E-08,3.11974E-07
1043,3.00992E-08,3.11403E-07
1044,3.00286E-08,3.10834E-07
1045,2.99583E-08,3.10267E-07
1046,2.98883E-08,3.09701E-07
1047,2.98185E-08,3.09137E-07
1048,2.97489E-08,3.08574E-07
1049,2.96795E-08,3.08013E-07
1050,2.96104E-08,3.07453E-07
1051,2.95414E-08,3.06895E-07
1052,2.94728E-08,3.06339E-07
1053,2.94043E-08,3.05784E-07
1054,2.93361E-08,3.0523E-07
1055,2.9268E-08,3.04678E-07
1056,2.92002E-08,3.04128E-07
1057,2.91327E-08,3.03579E-07
1058,2.90653E-08,3.03032E-07
1059,2.89982E-08,3.02486E-07
1060,2.89313E-08,3.01942E-07
1061,2.88646E-08,3.01399E-07
1062,2.87981E-08,3.00858E-07
1063,2.87319E-08,3.00318E-07
1064,2.86658E-08,2.99779E-07
1065,2.86E-08,2.99242E-07
1066,2.85344E-08,2.98707E-07
1067,2.84689E-08,2.98173E-07
1068,2.84037E-08,2.97641E-07
1069,2.83388E-08,2.9711E-07
1070,2.8274E-08,2.9658E-07
1071,2.82094E-08,2.96052E-07
1072,2.81451E-08,2.95525E-07
1073,2.80809E-08,2.95E-07
1074,2.8017E-08,2.94476E-07
1075,2.79532E-08,2.93954E-07
1076,2.78897E-08,2.93433E-07
1077,2.78264E-08,2.92913E-07
1078,2.77632E-08,2.92395E-07
1079,2.77003E-08,2.91878E-07
1080,2.76376E-08,2.91363E-07
1081,2.75751E-08,2.90849E-07
1082,2.75127E-08,2.90336E-07
1083,2.74506E-08,2.89825E-07
1084,2.73887E-08,2.89315E-07
1085,2.73269E-08,2.88807E-07
1086,2.72654E-08,2.88299E-07
1087,2.72041E-08,2.87794E-07
1088,2.71429E-08,2.87289E-07
1089,2.7082E-08,2.86786E-07
1090,2.70212E-08,2.86285E-07
1091,2.69606E-08,2.85784E-07
1092,2.69003E-08,2.85285E-07
1093,2.68401E-08,2.84788E-07
1094,2.67801E-08,2.84291E-07
1095,2.67203E-08,2.83796E-07
1096,2.66607E-08,2.83302E-07
1097,2.66012E-08,2.8281E-07
1098,2.6542E-08,2.82319E-07
1099,2.64829E-08,2.81829E-07
1100,2.64241E-08,2.81341E-07
1101,2.63654E-08,2.80853E-07
1102,2.63069E-08,2.80368E-07
1103,2.62485E-08,2.79883E-07
1104,2.61904E-08,2.794E-07
1105,2.61324E-08,2.78918E-07
1106,2.60747E-08,2.78437E-07
1107,2.60171E-08,2.77957E-07
1108,2.59597E-08,2.77479E-07
1109,2.59024E-08,2.77002E-07
1110,2.58454E-08,2.76526E-07
1111,2.57885E-08,2.76052E-07
1112,2.57318E-08,2.75579E-07
1113,2.56753E-08,2.75106E-07
1114,2.56189E-08,2.74636E-07
1115,2.55627E-08,2.74166E-07
1116,2.55067E-08,2.73698E-07
1117,2.54509E-08,2.73231E-07
1118,2.53952E-08,2.72765E-07
1119,2.53397E-08,2.723E-07
1120,2.52844E-08,2.71837E-07
1121,2.52293E-08,2.71375E-07
1122,2.51743E-08,2.70914E-07
1123,2.51195E-08,2.70454E-07
1124,2.50648E-08,2.69995E-07
1125,2.50104E-08,2.69538E-07
1126,2.49561E-08,2.69081E-07
1127,2.49019E-08,2.68626E-07
1128,2.4848E-08,2.68172E-07
1129,2.47941E-08,2.6772E-07
1130,2.47405E-08,2.67268E-07
1131,2.4687E-08,2.66818E-07
1132,2.46337E-08,2.66368E-07
1133,2.45806E-08,2.6592E-07
1134,2.45276E-08,2.65473E-07
1135,2.44747E-08,2.65028E-07
1136,2.44221E-08,2.64583E-07
1137,2.43695E-08,2.64139E-07
1138,2.43172E-08,2.63697E-07
1139,2.4265E-08,2.63256E-07
1140,2.4213E-08,2.62816E-07
1141,2.41611E-08,2.62377E-07
1142,2.41094E-08,2.61939E-07
1143,2.40578E-08,2.61502E-07
1144,2.40064E-08,2.61066E-07
1145,2.39551E-08,2.60632E-07
1146,2.3904E-08,2.60199E-07
1147,2.38531E-08,2.59766E-07
1148,2.38023E-08,2.59335E-07
1149,2.37517E-08,2.58905E-07
1150,2.37012E-08,2.58476E-07
1151,2.36508E-08,2.58048E-07
1152,2.36007E-08,2.57621E-07
1153,2.35506E-08,2.57195E-07
1154,2.35007E-08,2.56771E-07
1155,2.3451E-08,2.56347E-07
1156,2.34014E-08,2.55924E-07
1157,2.3352E-08,2.55503E-07
1158,2.33027E-08,2.55083E-07
1159,2.32535E-08,2.54663E-07
1160,2.32045E-08,2.54245E-07
1161,2.31557E-08,2.53828E-07
1162,2.3107E-08,2.53411E-07
1163,2.30584E-08,2.52996E-07
1164,2.301E-08,2.52582E-07
1165,2.29617E-08,2.52169E-07
1166,2.29136E-08,2.51757E-07
1167,2.28656E-08,2.51346E-07
1168,2.28177E-08,2.50936E-07
1169,2.277E-08,2.50527E-07
1170,2.27225E-08,2.50119E-07
1171,2.2675E-08,2.49712E-07
1172,2.26278E-08,2.49306E-07
1173,2.25806E-08,2.48901E-07
1174,2.25336E-08,2.48497E-07
1175,2.24867E-08,2.48094E-07
1176,2.244E-08,2.47692E-07
1177,2.23934E-08,2.47291E-07
1178,2.23469E-08,2.46892E-07
1179,2.23006E-08,2.46493E-07
1180,2.22544E-08,2.46095E-07
1181,2.22084E-08,2.45698E-07
1182,2.21625E-08,2.45302E-07
1183,2.21167E-08,2.44907E-07
1184,2.2071E-08,2.44513E-07
1185,2.20255E-08,2.4412E-07
1186,2.19801E-08,2.43727E-07
1187,2.19349E-08,2.43336E-07
1188,2.18897E-08,2.42946E-07
1189,2.18447E-08,2.42557E-07
1190,2.17999E-08,2.42169E-07
1191,2.17552E-08,2.41781E-07
1192,2.17106E-08,2.41395E-07
1193,2.16661E-08,2.4101E-07
1194,2.16217E-08,2.40625E-07
1195,2.15775E-08,2.40242E-07
1196,2.15334E-08,2.39859E-07
1197,2.14895E-08,2.39477E-07
1198,2.14456E-08,2.39096E-07
1199,2.14019E-08,2.38717E-07
1200,2.13584E-08,2.38338E-07
1201,2.13149E-08,2.3796E-07
1202,2.12716E-08,2.37583E-07
1203,2.12284E-08,2.37207E-07
1204,2.11853E-08,2.36831E-07
1205,2.11423E-08,2.36457E-07
1206,2.10995E-08,2.36084E-07
1207,2.10568E-08,2.35711E-07
1208,2.10142E-08,2.35339E-07
1209,2.09717E-08,2.34969E-07
1210,2.09293E-08,2.34599E-07
1211,2.08871E-08,2.3423E-07
1212,2.0845E-08,2.33862E-07
1213,2.0803E-08,2.33495E-07
1214,2.07612E-08,2.33128E-07
1215,2.07194E-08,2.32763E-07
1216,2.06778E-08,2.32398E-07
1217,2.06363E-08,2.32035E-07
1218,2.05949E-08,2.31672E-07
1219,2.05536E-08,2.3131E-07
1220,2.05124E-08,2.30949E-07
1221,2.04714E-08,2.30589E-07
1222,2.04304E-08,2.30229E-07
1223,2.03896E-08,2.29871E-07
1224,2.03489E-08,2.29513E-07
1225,2.03083E-08,2.29157E-07
1226,2.02679E-08,2.28801E-07
1227,2.02275E-08,2.28446E-07
1228,2.01873E-08,2.28091E-07
1229,2.01471E-08,2.27738E-07
1230,2.01071E-08,2.27385E-07
1231,2.00672E-08,2.27034E-07
1232,2.00274E-08,2.26683E-07
1233,1.99878E-08,2.26333E-07
1234,1.99482E-08,2.25983E-07
1235,1.99087E-08,2.25635E-07
1236,1.98694E-08,2.25287E-07
1237,1.98301E-08,2.24941E-07
1238,1.9791E-08,2.24595E-07
1239,1.9752E-08,2.2425E-07
1240,1.97131E-08,2.23905E-07
1241,1.96743E-08,2.23562E-07
1242,1.96356E-08,2.23219E-07
1243,1.9597E-08,2.22877E-07
1244,1.95585E-08,2.22536E-07
1245,1.95201E-08,2.22196E-07
1246,1.94819E-08,2.21856E-07
1247,1.94437E-08,2.21517E-07
1248,1.94056E-08,2.2118E-07
1249,1.93677E-08,2.20842E-07
1250,1.93298E-08,2.20506E-07
1251,1.92921E-08,2.2017E-07
1252,1.92544E-08,2.19836E-07
1253,1.92169E-08,2.19502E-07
1254,1.91795E-08,2.19168E-07
1255,1.91422E-08,2.18836E-07
1256,1.91049E-08,2.18504E-07
1257,1.90678E-08,2.18173E-07
1258,1.90308E-08,2.17843E-07
1259,1.89939E-08,2.17514E-07
1260,1.8957E-08,2.17185E-07
1261,1.89203E-08,2.16857E-07
1262,1.88837E-08,2.1653E-07
1263,1.88472E-08,2.16204E-07
1264,1.88108E-08,2.15878E-07
1265,1.87744E-08,2.15553E-07
1266,1.87382E-08,2.15229E-07
1267,1.87021E-08,2.14906E-07
1268,1.86661E-08,2.14583E-07
1269,1.86302E-08,2.14261E-07
1270,1.85943E-08,2.1394E-07
1271,1.85586E-08,2.1362E-07
1272,1.8523E-08,2.133E-07
1273,1.84874E-08,2.12981E-07
1274,1.8452E-08,2.12663E-07
1275,1.84166E-08,2.12346E-07
1276,1.83814E-08,2.12029E-07
1277,1.83462E-08,2.11713E-07
1278,1.83112E-08,2.11398E-07
1279,1.82762E-08,2.11083E-07
1280,1.82413E-08,2.10769E-07
1281,1.82066E-08,2.10456E-07
1282,1.81719E-08,2.10144E-07
1283,1.81373E-08,2.09832E-07
1284,1.81028E-08,2.09521E-07
1285,1.80684E-08,2.0921E-07
1286,1.80341E-08,2.08901E-07
1287,1.79999E-08,2.08592E-07
1288,1.79657E-08,2.08284E-07
1289,1.79317E-08,2.07976E-07
1290,1.78978E-08,2.07669E-07
1291,1.78639E-08,2.07363E-07
1292,1.78302E-08,2.07058E-07
1293,1.77965E-08,2.06753E-07
1294,1.77629E-08,2.06449E-07
1295,1.77294E-08,2.06146E-07
1296,1.7696E-08,2.05843E-07
1297,1.76627E-08,2.05541E-07
1298,1.76295E-08,2.05239E-07
1299,1.75963E-08,2.04939E-07
1300,1.75633E-08,2.04639E-07
1301,1.75303E-08,2.04339E-07
1302,1.74974E-08,2.04041E-07
1303,1.74646E-08,2.03743E-07
1304,1.74319E-08,2.03446E-07
1305,1.73993E-08,2.03149E-07
1306,1.73668E-08,2.02853E-07
1307,1.73344E-08,2.02558E-07
1308,1.7302E-08,2.02263E-07
1309,1.72697E-08,2.01969E-07
1310,1.72375E-08,2.01675E-07
1311,1.72054E-08,2.01383E-07
1312,1.71734E-08,2.01091E-07
1313,1.71415E-08,2.00799E-07
1314,1.71096E-08,2.00509E-07
1315,1.70779E-08,2.00218E-07
1316,1.70462E-08,1.99929E-07
1317,1.70146E-08,1.9964E-07
1318,1.69831E-08,1.99352E-07
1319,1.69516E-08,1.99064E-07
1320,1.69203E-08,1.98777E-07
1321,1.6889E-08,1.98491E-07
1322,1.68578E-08,1.98205E-07
1323,1.68267E-08,1.9792E-07
1324,1.67957E-08,1.97636E-07
1325,1.67647E-08,1.97352E-07
1326,1.67339E-08,1.97069E-07
1327,1.67031E-08,1.96786E-07
1328,1.66724E-08,1.96505E-07
1329,1.66418E-08,1.96223E-07
1330,1.66112E-08,1.95943E-07
1331,1.65807E-08,1.95662E-07
1332,1.65504E-08,1.95383E-07
1333,1.65201E-08,1.95104E-07
1334,1.64898E-08,1.94826E-07
1335,1.64597E-08,1.94548E-07
1336,1.64296E-08,1.94271E-07
1337,1.63996E-08,1.93995E-07
1338,1.63697E-08,1.93719E-07
1339,1.63398E-08,1.93444E-07
1340,1.63101E-08,1.93169E-07
1341,1.62804E-08,1.92895E-07
1342,1.62508E-08,1.92622E-07
1343,1.62212E-08,1.92349E-07
1344,1.61918E-08,1.92077E-07
1345,1.61624E-08,1.91805E-07
1346,1.61331E-08,1.91534E-07
1347,1.61039E-08,1.91263E-07
1348,1.60747E-08,1.90994E-07
1349,1.60456E-08,1.90724E-07
1350,1.60166E-08,1.90455E-07
1351,1.59877E-08,1.90187E-07
1352,1.59588E-08,1.8992E-07
1353,1.593E-08,1.89653E-07
1354,1.59013E-08,1.89386E-07
1355,1.58727E-08,1.8912E-07
1356,1.58441E-08,1.88855E-07
1357,1.58156E-08,1.8859E-07
1358,1.57872E-08,1.88326E-07
1359,1.57588E-08,1.88063E-07
1360,1.57305E-08,1.878E-07
1361,1.57023E-08,1.87537E-07
1362,1.56742E-08,1.87275E-07
1363,1.56461E-08,1.87014E-07
1364,1.56181E-08,1.86753E-07
1365,1.55902E-08,1.86493E-07
1366,1.55624E-08,1.86233E-07
1367,1.55346E-08,1.85974E-07
1368,1.55069E-08,1.85716E-07
1369,1.54792E-08,1.85458E-07
1370,1.54516E-08,1.852E-07
1371,1.54241E-08,1.84943E-07
1372,1.53967E-08,1.84687E-07
1373,1.53693E-08,1.84431E-07
1374,1.5342E-08,1.84176E-07
1375,1.53148E-08,1.83921E-07
1376,1.52877E-08,1.83667E-07
1377,1.52606E-08,1.83413E-07
1378,1.52335E-08,1.8316E-07
1379,1.52066E-08,1.82908E-07
1380,1.51797E-08,1.82656E-07
1381,1.51529E-08,1.82404E-07
1382,1.51261E-08,1.82153E-07
1383,1.50994E-08,1.81903E-07
1384,1.50728E-08,1.81653E-07
1385,1.50463E-08,1.81403E-07
1386,1.50198E-08,1.81154E-07
1387,1.49933E-08,1.80906E-07
1388,1.4967E-08,1.80658E-07
1389,1.49407E-08,1.80411E-07
1390,1.49145E-08,1.80164E-07
1391,1.48883E-08,1.79918E-07
1392,1.48622E-08,1.79672E-07
1393,1.48362E-08,1.79427E-07
1394,1.48102E-08,1.79182E-07
1395,1.47843E-08,1.78938E-07
1396,1.47585E-08,1.78694E-07
1397,1.47327E-08,1.78451E-07
1398,1.4707E-08,1.78208E-07
1399,1.46813E-08,1.77966E-07
1400,1.46557E-08,1.77724E-07
1401,1.46302E-08,1.77483E-07
1402,1.46048E-08,1.77242E-07
1403,1.45794E-08,1.77002E-07
1404,1.4554E-08,1.76762E-07
1405,1.45288E-08,1.76523E-07
1406,1.45036E-08,1.76284E-07
1407,1.44784E-08,1.76046E-07
1408,1.44533E-08,1.75808E-07
1409,1.44283E-08,1.75571E-07
1410,1.44033E-08,1.75334E-07
1411,1.43784E-08,1.75098E-07
1412,1.43536E-08,1.74862E-07
1413,1.43288E-08,1.74627E-07
1414,1.43041E-08,1.74392E-07
1415,1.42794E-08,1.74158E-07
1416,1.42548E-08,1.73924E-07
1417,1.42303E-08,1.73691E-07
1418,1.42058E-08,1.73458E-07
1419,1.41814E-08,1.73226E-07
1420,1.4157E-08,1.72994E-07
1421,1.41327E-08,1.72762E-07
1422,1.41085E-08,1.72531E-07
1423,1.40843E-08,1.72301E-07
1424,1.40602E-08,1.72071E-07
1425,1.40361E-08,1.71841E-07
1426,1.40121E-08,1.71612E-07
1427,1.39881E-08,1.71383E-07
1428,1.39642E-08,1.71155E-07
1429,1.39404E-08,1.70928E-07
1430,1.39166E-08,1.707E-07
1431,1.38929E-08,1.70474E-07
1432,1.38692E-08,1.70247E-07
1433,1.38456E-08,1.70021E-07
1434,1.38221E-08,1.69796E-07
1435,1.37986E-08,1.69571E-07
1436,1.37752E-08,1.69347E-07
1437,1.37518E-08,1.69123E-07
1438,1.37285E-08,1.68899E-07
1439,1.37052E-08,1.68676E-07
1440,1.3682E-08,1.68453E-07
1441,1.36588E-08,1.68231E-07
1442,1.36357E-08,1.68009E-07
1443,1.36127E-08,1.67788E-07
1444,1.35897E-08,1.67567E-07
1445,1.35667E-08,1.67347E-07
1446,1.35439E-08,1.67127E-07
1447,1.3521E-08,1.66907E-07
1448,1.34983E-08,1.66688E-07
1449,1.34755E-08,1.66469E-07
1450,1.34529E-08,1.66251E-07
1451,1.34303E-08,1.66033E-07
1452,1.34077E-08,1.65816E-07
1453,1.33852E-08,1.65599E-07
1454,1.33628E-08,1.65383E-07
1455,1.33404E-08,1.65167E-07
1456,1.3318E-08,1.64951E-07
1457,1.32957E-08,1.64736E-07
1458,1.32735E-08,1.64521E-07
1459,1.32513E-08,1.64307E-07
1460,1.32292E-08,1.64093E-07
1461,1.32071E-08,1.6388E-07
1462,1.31851E-08,1.63667E-07
1463,1.31631E-08,1.63454E-07
1464,1.31412E-08,1.63242E-07
1465,1.31193E-08,1.6303E-07
1466,1.30975E-08,1.62819E-07
1467,1.30757E-08,1.62608E-07
1468,1.3054E-08,1.62397E-07
1469,1.30323E-08,1.62187E-07
1470,1.30107E-08,1.61977E-07
1471,1.29891E-08,1.61768E-07
1472,1.29676E-08,1.61559E-07
1473,1.29461E-08,1.61351E-07
1474,1.29247E-08,1.61143E-07
1475,1.29034E-08,1.60935E-07
1476,1.28821E-08,1.60728E-07
1477,1.28608E-08,1.60521E-07
1478,1.28396E-08,1.60315E-07
1479,1.28184E-08,1.60109E-07
1480,1.27973E-08,1.59903E-07
1481,1.27762E-08,1.59698E-07
1482,1.27552E-08,1.59493E-07
1483,1.27342E-08,1.59289E-07
1484,1.27133E-08,1.59085E-07
1485,1.26924E-08,1.58881E-07
1486,1.26716E-08,1.58678E-07
1487,1.26508E-08,1.58476E-07
1488,1.26301E-08,1.58273E-07
1489,1.26094E-08,1.58071E-07
1490,1.25888E-08,1.5787E-07
1491,1.25682E-08,1.57668E-07
1492,1.25477E-08,1.57468E-07
1493,1.25272E-08,1.57267E-07
1494,1.25068E-08,1.57067E-07
1495,1.24864E-08,1.56868E-07
1496,1.2466E-08,1.56668E-07
1497,1.24457E-08,1.56469E-07
1498,1.24255E-08,1.56271E-07
1499,1.24053E-08,1.56073E-07
1500,1.23851E-08,1.55875E-07
1501,1.2365E-08,1.55678E-07
1502,1.23449E-08,1.55481E-07
1503,1.23249E-08,1.55284E-07
1504,1.23049E-08,1.55088E-07
1505,1.2285E-08,1.54892E-07
1506,1.22651E-08,1.54697E-07
1507,1.22453E-08,1.54502E-07
1508,1.22255E-08,1.54307E-07
1509,1.22057E-08,1.54113E-07
1510,1.2186E-08,1.53919E-07
1511,1.21664E-08,1.53726E-07
1512,1.21467E-08,1.53533E-07
1513,1.21272E-08,1.5334E-07
1514,1.21077E-08,1.53147E-07
1515,1.20882E-08,1.52955E-07
1516,1.20687E-08,1.52764E-07
1517,1.20494E-08,1.52572E-07
1518,1.203E-08,1.52381E-07
1519,1.20107E-08,1.52191E-07
1520,1.19914E-08,1.52001E-07
1521,1.19722E-08,1.51811E-07
1522,1.19531E-08,1.51621E-07
1523,1.19339E-08,1.51432E-07
1524,1.19148E-08,1.51243E-07
1525,1.18958E-08,1.51055E-07
1526,1.18768E-08,1.50867E-07
1527,1.18578E-08,1.50679E-07
1528,1.18389E-08,1.50492E-07
1529,1.18201E-08,1.50305E-07
1530,1.18012E-08,1.50118E-07
1531,1.17825E-08,1.49932E-07
