N, |E1/B0_eff|, |E2/B0_eff|, |E3/E3_main_decay|, |E3_main_decay/B0_eff|, |E3/B0_eff|, (|E1|+|E2|+|E3|)/|B0_eff|
333, 0.000000490569674301119690381458952542, 0.00000279463371549404123987003435882, 0.211536675422113149134745540788, 0.00282177289847386573949224084514, 0.000596908457739381577246486893365, 0.000600193661129176738176738386677
334, 0.000000487010889192768065976382454967, 0.00000277847274726140230159957187999, 0.211526957162166270498752927398, 0.00280606284018635406264549162836, 0.00059355793419044553337414741316, 0.000596823417826899703741723367495
335, 0.000000483488215071375066222843817027, 0.00000276245354714833588338097662001, 0.211517297139982043581928351315, 0.00279048182589405966858495977615, 0.000590235173531353458022687768995, 0.000593481115293573168972291589432
336, 0.000000480001181840623742640325117856, 0.00000274657445295249916878591607807, 0.211507694833629779509380964129, 0.00277502844431247308777202637376, 0.000586939869354284948396188307572, 0.000590166444989078071307614548768
337, 0.000000476549326866965960035807801388, 0.00000273083382682208720341311153754, 0.21149814972739698413479397164, 0.00275970130348412159698639263591, 0.000583671719487177373920755861456, 0.000586879102640866427084204780795
338, 0.00000047313219483992376373095861234, 0.0000027152300548284523124189095206, 0.211488661311697029862630164, 0.00274449903046026148550586013016, 0.000580430425923291111534836922921, 0.000583618788172959487610986791054
339, 0.000000469749337635401479381777111829, 0.00000269976154654745585257287840019, 0.21147922908297846767383553812, 0.00272942027098869800644095597787, 0.000577215694752144033840517516181, 0.000580385205636326891172472171692
340, 0.000000466400314181935169582144089769, 0.00000268442673464934888557159449804, 0.211469852543635945460943347283, 0.00271446368920759800657227411455, 0.000574027236091784781827106656771, 0.000577178063140616065882260395359
341, 0.000000463084690329808065684492587561, 0.00000266922407449698367622084974658, 0.211460531201922699576589959887, 0.00269962796734516357753708833028, 0.000570864764022375117406650046089, 0.000573997072787201909148555388423
342, 0.00000045980203872296252774023997609, 0.00000265415204375216308197005987418, 0.211451264571864587276482668087, 0.00268491180542503832832767246001, 0.000567727996521052393256478830479, 0.00057084195060352751886618913033
343, 0.000000456551938673640962117406476416, 0.00000263920914198993991404613302866, 0.211442052173175628494424902344, 0.00267031392097732104660012309765, 0.00056461665539804389909857729683, 0.000567712416478707479974740836335
344, 0.000000453333976039689947081198965191, 0.00000262439389032068321981176961987, 0.211432893531175026123703227079, 0.00265583304875506459695977993678, 0.000561530466234005545189751100313, 0.000564608194100365918356644068898
345, 0.000000450147743104463583246577155164, 0.00000260970483101973316552655904161, 0.21142378817670563469655095742, 0.00264146794045614090080863446965, 0.00055846915831855802605958741267, 0.000561529010892682222808360548866
346, 0.000000446992838459263800086934938641, 0.00000259514052716447079282299420965, 0.211414735646053848052084748373, 0.00262721736445035575704614254092, 0.000555432464589994271004043305218, 0.000558474597955618005596953234366
347, 0.000000443868866888257013305137866987, 0.00000258069956227863338517736067894, 0.21140573548087087726360476567, 0.00261308010551170009835924964633, 0.000552420121576132633090693594479, 0.000555444690005299523489176093025
348, 0.000000440775439255808142477844009024, 0.0000025663805399837105165657267456, 0.211396787228095390758980567472, 0.00259905496455562703639148643326, 0.000549431869336290896007876443596, 0.000552439025315530414666920014351
349, 0.000000437712172396174565549608626329, 0.00000255218208365726006731631785426, 0.211387890439877489213521531681, 0.00258514075838124673303874853484, 0.000546467451404356788526736072981, 0.000549457345660410223159601999461
350, 0.000000434678689005504108002926643845, 0.00000253810283609798758573491073149, 0.21137904467350398842374445764, 0.00257133631941833374670008971948, 0.000543526614732931290157482252419, 0.000546499396258034781851220089794
351, 0.000000431674617536082641334252715873, 0.00000252414145919743635209314278561, 0.211370249491324983983278285273, 0.0025576404954790440436628827966, 0.000540609109638521589267215661122, 0.000543564925715255108260643056623
352, 0.00000042869959209277829924325754967, 0.00000251029663361813936760927347463, 0.211361504460681672179248199052, 0.00254405214951424133800082454439, 0.000537714689747761116968258082438, 0.000540653685973472034635110613463
353, 0.000000425753252331630712063090908366, 0.00000249656705847808824857485807583, 0.211352809153835402109305776529, 0.0025305701593743348304212552213, 0.00053484311194463462694923174778, 0.000537765432255444345909869696764
354, 0.000000422835243360535011745878999165, 0.00000248295145104137765813071981265, 0.211344163147897934586451418186, 0.00251719341757453275936116429075, 0.000531994136318686823557150017443, 0.000534899923013088736227026616255
355, 0.000000419945215641971672447192509234, 0.00000246944854641488745860128811281, 0.211335566024762883951349705728, 0.00250392083106441845818267580862, 0.000529167526114193558283898428952, 0.000532056919876250417414946909574
356, 0.000000417082824897734526659030397877, 0.00000245605709725086821887965182375, 0.211327017371038319450374215587, 0.00249075132100175783238203770885, 0.000526363047680275118786973827983, 0.000529236187602423721532512510205
357, 0.000000414247732015610535113988916762, 0.00000244277587345529906713438342921, 0.211318516777980503362529725706, 0.00247768382253044933206629490979, 0.000523580470421931625090876394701, 0.000526437494027402534693124767047
358, 0.000000411439602957966091474065224364, 0.00000242960366190189014200087913877, 0.211310063841428743570068608363, 0.00246471728456252959927788007331, 0.000520819566751981025067654130838, 0.000523660610016840881301129075201
359, 0.000000408658108672195811237142125467, 0.00000241653926615160506824551385868, 0.211301658161741338766414668287, 0.00245185066956415001871389931769, 0.000518080112043880646065613771934, 0.000520905309418704446945096427919
360, 0.000000405902925002990889416036265058, 0.0000024035815061775819683780023795, 0.211293299343732594981290582034, 0.00243908295334544139559633962432, 0.000515361884585413712014773351447, 0.000518171369016594284872567390092
361, 0.000000403173732606385214406128868924, 0.00000239072921809533452247377856161, 0.211284986996610892577062267919, 0.00242641312485418592745338702351, 0.000512664665533222675845014960747, 0.000515458568483924395581894868177
362, 0.000000400470216865538497060066308889, 0.00000237798125389811750710506006954, 0.211276720733917783332602205673, 0.00241384018597321752887345447542, 0.0005099882388681716459555088328, 0.000512766690338935301959673959178
363, 0.000000397792067808216715300091207873, 0.00000236533648119734408323405964529, 0.211268500173468097681760916293, 0.0024013631513214734113479979665, 0.000507332391351520603108189078685, 0.000510095519900526163906723229538
364, 0.000000395138980025931186555986182152, 0.00000235279378296794486458139297512, 0.211260324937291042613138574697, 0.00238898104805862161553684803349, 0.000504696912481894510809611915388, 0.000507444845244888386860749294546
365, 0.000000392510652594698563823771015764, 0.00000234035205729856148465617933078, 0.21125219465157227116657454141, 0.00237669291569319094203661975192, 0.000502081594453030818309883244781, 0.000504814457162924078358363195127
366, 0.000000389906788997385007071358234282, 0.00000232801021714646999455563912757, 0.211244108946596904879919672611, 0.00236449780589413143033231981892, 0.000499486232112289241090060942692, 0.000502204149118433096091687940054
367, 0.000000387327097047598710917376941206, 0.00000231576719009713196697274665103, 0.211236067456693490947513839176, 0.00235239478230573519534684809283, 0.000496910622919908079426467956795, 0.000499613717207052810104358080387
368, 0.000000384771288815095872795269038722, 0.0000023036219181282736566823970648, 0.211228069820178876249639718623, 0.00234038292036584904811540488728, 0.000494354566908991701598417178272, 0.000497042960115935071127894844376
369, 0.000000382239080552666063976413629645, 0.00000229157335737839597613385263, 0.211220115679303980800335790445, 0.00232846130712731190280605391807, 0.00049181786664621417482269979431, 0.000494491679084145236862810060569
370, 0.000000379730192624463819627199366156, 0.00000227962047791962038861910934331, 0.211212204680200453539590617355, 0.00231662904108255150775100898174, 0.000489300327193224374322952130686, 0.000491959677863768458531198439395
371, 0.00000037724434943575409425421284142, 0.00000226776226353477810270960650624, 0.211204336472828193765363129162, 0.00230488523199127653447684694356, 0.000486801756068738239335458815164, 0.000489446762681708771532422634512
372, 0.000000374781279364040036163327915132, 0.00000225599771149865217209306905538, 0.211196510710923721861328337444, 0.00229322900071120151702238434596, 0.000484321963211304174567775317168, 0.000486952742202166866776031714139
373, 0.000000372340714691542319613323024079, 0.00000224432583236328426637534950798, 0.211188727051949383327975937196, 0.0022816594790317435551734220067, 0.000481860760942727916907659178932, 0.000484477427489782743493647851464
374, 0.000000369922391539000036850978823113, 0.00000223274564974725998255950799565, 0.211180985157043370467924716183, 0.00227017580951063108065457878957, 0.000479417963932143500264547320624, 0.000482020631973429760283957807442
375, 0.000000367526049800763894818872267282, 0.00000222125620012888861544202487461, 0.211173284690970546411285823266, 0.00225877714531336633579929330289, 0.00047699338916071725654428462758, 0.000479582171410646909054545524722
376, 0.000000365151433081153183654704984671, 0.00000220985653264319529968724750052, 0.211165625322074056493833303011, 0.00224746265005548453073871065837, 0.0004745868558869720881330219796, 0.000477161863852696436616363932086
377, 0.000000362798288632048686757104877956, 0.00000219854570888264537841827750607, 0.211158006722227712319834987913, 0.00223623149764755392864822777208, 0.000472198185612719537114377382092, 0.000474759529610234231179552764476
378, 0.000000360466367291694385762953561549, 0.00000218732280270152274430867054828, 0.211150428566789134152868702953, 0.00222508287214286235997824751465, 0.000469827202049587458974728247328, 0.000472374991219580676104799871438
379, 0.000000358155423424681478832046940144, 0.00000217618690002388574084020002442, 0.211142890534553637581999578421, 0.00221401596758773688675698579186, 0.000467473731086131383968127936952, 0.000470008073409579951187800183916
380, 0.000000355865214863088877714673444651, 0.00000216513709865502600502728451277, 0.211135392307708850707520023812, 0.00220302998787444452784536444292, 0.00046513760075551791781193303657, 0.000467658603069036032694674994527
381, 0.000000353595502848754978717261955458, 0.00000215417250809635737987390554087, 0.211127933571790048380244849965, 0.00219212414659662311627866613049, 0.000462818641203768795157919517648, 0.000465326409214713907516510685145
382, 0.000000351346051976656115394373087652, 0.00000214329224936366372645650940173, 0.211120514015636190311294903782, 0.00218129766690719249135356778807, 0.000460516684658554454516850208651, 0.000463011322959894774358701091141
383, 0.000000349116630139367697079330250658, 0.0000021324954548086361231076501422, 0.211113133331346650145572840816, 0.0021705497813786973316951441069, 0.000458231565398526252186938913324, 0.000460713177483474256007125893716
384, 0.000000346907008472584617702206197703, 0.00000212178126794363155396113121529, 0.211105791214238622861908589886, 0.00215987973186603401192591800839, 0.000455963119723176675422851863899, 0.000458431807999592891594515201312
385, 0.000000344716961301678084198885135435, 0.00000211114884326958676232260615673, 0.211098487362805198126298948768, 0.00214928676937151491549502683682, 0.000453711185923217151750998485326, 0.000456167051727788416597519976618
386, 0.000000342546266089266563639915830021, 0.00000210059734610702247712508637527, 0.211091221478674087481950039105, 0.00213877015391222466042524860574, 0.000451475604251463282153040084196, 0.000453918747863659571193805086402
387, 0.000000340394703383779083439986152598, 0.00000209012595243007471425552152632, 0.211083993266566993511112800705, 0.00212832915438962369389307006811, 0.00044925621689421755096204995841, 0.000451686737550031404759745466088
388, 0.000000338262056768989640071422145331, 0.00000207973384870349130990057320642, 0.211076802434259609349135534976, 0.00211796304846135568634586758377, 0.000447052867943139784899133329444, 0.000449470863848612265849105324796
389, 0.000000336148112814501979008161223101, 0.00000206942023172253326132712568797, 0.211069648692542237170894526008, 0.00210767112241521610693451093748, 0.000444865403367595847872521645605, 0.000447270971712132883112856932516
390, 0.000000334052661027164502567315909878, 0.00000205918430845572183272353641332, 0.211062531755181014503950519528, 0.00209745267104524029003403033975, 0.000442693670987475267111721885, 0.000445086907956958153447012737323
391, 0.000000331975493803395543278443385795, 0.00000204902529589037373088710799299, 0.211055451338879737451557732897, 0.00208730699752987020815566501327, 0.00044053752044646869005747943903, 0.000442918521236162459331644990409
392, 0.000000329916406382399708768664027192, 0.00000203894242088086796862720126441, 0.21104840716324227013216150224, 0.00207723341331216005021890182345, 0.000438396803185796270311194744735, 0.000440765662013059537988590610026
393, 0.00000032787519680025646026591551818, 0.00000202893491999958931370770140855, 0.21104139895073552986039515883, 0.00206723123798198156653289992829, 0.000436271372418378274998093100328, 0.000438628182535178120772066717254
394, 0.000000325851665844862531042753821148, 0.00000201900203939049446889451611523, 0.211034426426653037807957011125, 0.00205729979916019098349707540467, 0.000434161083103439395246076110032, 0.000436505936808674752246013379968
395, 0.000000323845617011710223788239307509, 0.00000200914303462524834509310332239, 0.211027489319079025091241484298, 0.00204743843238472011251831000832, 0.00043206579192153842625219266756, 0.00043439878057317538482107401019
396, 0.000000321856856460484047334114147752, 0.00000199935717056187897552063045555, 0.211020587358853084436338086884, 0.00203764648099855507948924524068, 0.000429985357250015163722833847957, 0.000432306571277037526745688592561
397, 0.000000319885192972458563692090947925, 0.00000198964372120590077519431778269, 0.21101372027953535777111805119, 0.00202792329603956688389504543512, 0.000427919639138846539450306901854, 0.000430229168053024898789193310585
398, 0.000000317930437908680716290241595059, 0.00000198000196957385697754384044392, 0.211006887817372250288718017139, 0.00201826823613215876071673495047, 0.000425868499286904190542200437498, 0.000428166431694386728236034519537
399, 0.000000315992405168920299927336882618, 0.00000197043120755923317945915568026, 0.21100008971126266171691655495, 0.00200868066738069606426516740022, 0.000423831801018605824462406247801, 0.000426118224631333977941792740364
400, 0.000000314070911151372612584521135511, 0.00000196093073580069499833013748724, 0.210993325702724725713793074787, 0.0019991599632646851213844335534, 0.00042180940926095290568210272998, 0.000424084410907904973293017388603
401, 0.000000312165774713097699125035211888, 0.00000195149986355260389036260311358, 0.210986595535863048491767136625, 0.00198970550453566821256711521018, 0.000419801190520947349480604618964, 0.000422064856159213051070092257289
402, 0.000000310276817131180957347384970813, 0.00000194213790855776619938640434326, 0.210979898957336437949743789163, 0.00198031667911580253387322714595, 0.000417807012863380064381903182925, 0.000420059427589069011538636972239
403, 0.000000308403862064600228099666408632, 0.00000193284419692237150020367118045, 0.210973235716326114766738910926, 0.00197099288199809167057426499626, 0.000415826745888984336962197491593, 0.000418067993947971308690500829182
404, 0.000000306546735516784833468967161079, 0.00000192361806299307727093689501564, 0.210966605564504397080126403752, 0.00196173351514823877557554484633, 0.000413860260712947201413163164561, 0.000416090425511457063517569026738
405, 0.000000304705265798852360678380853607, 0.00000191445884923619787548525545941, 0.210960008256003850537632610714, 0.00195253798740809129231408862121, 0.000411907429943772081388781461715, 0.000414126594058807131624945098028
406, 0.000000302879283493509314496212333754, 0.00000190536590611895676072206996856, 0.21095344354738689567449599719, 0.00194340571440064769338426735508, 0.000409968127662486133391266222737, 0.000412176372852098599466484505039
407, 0.00000030106862141960207792118097797, 0.0000018963385919927616740864370929, 0.210946911197615864725902910287, 0.00193433611843659732299666921727, 0.000408042229402185859352411361722, 0.000410239636615598223104418979793
408, 0.000000299273114597304929880590545427, 0.00000188737627297846358633992095251, 0.210940410968023500139991623329, 0.00192532862842236503390372862359, 0.00040612961212791469122646357492, 0.000408316261515490459742684086418
409, 0.000000297492600213932169885480762695, 0.00000187847832285356086205883466547, 0.210933942622283887208472995911, 0.00191638267976963289799460413933, 0.000404230154216866382412923208729, 0.000406406125139933875444867524157
410, 0.000000295726917590361693241089314801, 0.00000186964412294131105748170330143, 0.210927505926383813380330735993, 0.00190749771430631184472739330768, 0.000402343735438908169753642301817, 0.000404509106479439842504365094433
411, 0.000000293975908148057646719554235901, 0.00000186087306200171354218076571178, 0.210921100648594546969218988761, 0.00189867318018893664327500222677, 0.000400470236937417795777120728229, 0.000402625085907567566966021048177
412, 0.000000292239415376680073765540928336, 0.00000185216453612432693821093084858, 0.210914726559444028107149163683, 0.00188990853181645819304814223209, 0.000398609541210428603870671670524, 0.000400753945161929610882648142301
413, 0.000000290517284802269730519291641885, 0.00000184351794862288614842903520812, 0.210908383431689464935928792213, 0.00188120322974540762345204582239, 0.000396761532092077039222680002594, 0.000398895567325502195101628329444
414, 0.000000288809363955996519394606555353, 0.00000183493270993168450507520743714, 0.210902071040290328163657971031, 0.00187255674060640722765056915951, 0.00039492609473434700576497540298, 0.000397049836808234686789445216973
415, 0.000000287115502343460245825028851734, 0.00000182640823750368731095680841363, 0.210895789162381737246476777916, 0.00186396853702200376706161353739, 0.00039310311558910564402983793664, 0.000395216639328952791586619773905
416, 0.000000285435551414532656268169198239, 0.00000181794395571034376914992465117, 0.210889537577248231585761196242, 0.0018554380975258001835919882612, 0.000391292482390425206885846673712, 0.000393395861897550083311264767561
417, 0.000000283769364533729961808580913576, 0.00000180953929574306500349629802603, 0.210883316066297920258154911792, 0.0018469649064828622455304577842, 0.00038949408413718581959828046157, 0.00039158739279746261456358534051
418, 0.000000282116796951105291891729959584, 0.00000180119369551633656177424752936, 0.210877124413037003920267383205, 0.00183854845401137713083923956146, 0.000387707811075954017637849257761, 0.00038979112156842145949151523525
419, 0.000000280477705773650757018329093177, 0.00000179290659957243446669718024523, 0.210870962403044662651630587849, 0.00183018823590554141859339416233, 0.000385933554684132060199165554878, 0.000388006938989478145422881064217
420, 0.000000278851949937199027787804395093, 0.00000178467745898771453726692188936, 0.210864829823948303618651833987, 0.00182188375355965641578356792643, 0.000384171207653373119548815790316, 0.0003862347370622980331138705166
421, 0.000000277239390178814560655511788766, 0.00000177650573128044534489354579084, 0.210858726465399162558890355475, 0.00181363451389340919288227038359, 0.000382420663873257546161736634932, 0.000384474408994716806067285692512
422, 0.000000275639889009664818309637885375, 0.00000176839088032015579548923473205, 0.210852652119048253199081784777, 0.00180544002927831813773215064146, 0.000380681818415225507181808076828, 0.000382725849184555327795606949445
423, 0.0000002740533106883620448252999435, 0.00000176033237623846894084028674486, 0.21084660657852265883199616779, 0.00179729981746532226369437252229, 0.000378954567516761391114495086944, 0.000380988953203688222100160673633
424, 0.000000272479521194766362855814844683, 0.00000175232969534139422033705372418, 0.210840589639402160386499535377, 0.00178921340151349392483751187757, 0.000377238808565825464880868166623, 0.000379263617782361625464061035192
425, 0.000000270918388204241162210992632904, 0.00000174438232002305091796415821256, 0.210834601099196195432152281793, 0.00178118030971985499848702796285, 0.000375534440085528360486740411154, 0.000377549740793755652566915561999
426, 0.000000269369781062351946382253222044, 0.00000173648973868079618968026542065, 0.210828640757321142664374366877, 0.00177320007555027699392080184545, 0.000373841361719044057639901649779, 0.000375847221238787205775964168421
427, 0.000000267833570759999996033185076214, 0.00000172865144563173157329552048162, 0.2108227084150779265186908923, 0.00176527223757144593560970794895, 0.000372159474214757115732997948719, 0.000374155959231148847302326654277
428, 0.000000266309629908982396306992415474, 0.00000172086694103056243702335119293, 0.210816803875629936662893765728, 0.00175739633938387325038014689415, 0.000370488679411639993748663393847, 0.000372475855982579538581993737455
429, 0.000000264797832717970158130667761316, 0.00000171313573078878535437016112299, 0.210810926943981257214166489858, 0.00174957192955593426042840904681, 0.000368828880224856379884864021742, 0.000370806813788363135397364850626
430, 0.000000263298054968896342637769073676, 0.00000170545732649517891225087639029, 0.210805077426955200624368829089, 0.00174179856155891624844973349633, 0.000367179980631586534088621327352, 0.000369148736013050609343509972816
431, 0.000000261810173993746272502106192267, 0.00000169783124533757396649091586245, 0.210799255133173141270814187996, 0.00173407579370305841745747924972, 0.000365541885657070726270632258775, 0.00036750152707640204650962528083
432, 0.000000260334068651742084484924798127, 0.0000016902570100258798544979215483, 0.210793459873033643882041730639, 0.0017264031890745664163542010765, 0.000363914501360866930795882387884, 0.00036586509243954455273486523423
433, 0.000000258869619306914043956636444776, 0.00000168273414871634355915319966584, 0.210787691458691882018333134737, 0.0017187803154735844431657807685, 0.000362297734823319013949078459033, 0.000364239338591342271552188295143
434, 0.000000257416707806051204666039262138, 0.00000167526219493701929116890986388, 0.21078194970403934191509480878, 0.00171120674535310827124621296953, 0.000360691494132231725500370997598, 0.000362624173034974795996205946724
435, 0.000000255975217457024155697597883508, 0.000001667840687514426419560406538, 0.210776234424683807083763675824, 0.00170368205575882286988350974078, 0.000359095688369748878287068043512, 0.000361019504274720328862326047933
436, 0.000000254545033007472752480118579838, 0.00000166046917050137413176399935274, 0.210770545437929619149640423133, 0.00169620582826984860976106520891, 0.000357510227599431170920447222586, 0.000359425241802940017804691340518
437, 0.000000253126040623851879984692723922, 0.0000016531471931059316465516123519, 0.210764882562758210489049544862, 0.00168877764894038035582370603484, 0.000355935022853530178361894201587, 0.000357841296087259961888430506663
438, 0.000000251718127870828443970009758584, 0.00000164587430962152323451108694912, 0.210759245619808904309510643552, 0.00168139710824220405542917553561, 0.000354369986120455103226971350037, 0.000356267578557947454905452446744
439, 0.000000250321183691022930390357641205, 0.00000163865007935812772272296044974, 0.210753634431359977896219375579, 0.00167406380100807572839516679428, 0.000352815030332428947306182927365, 0.000354704001595478097959296245456
440, 0.0000002489350983850890139645877312, 0.00000163147406657456257261349112409, 0.210748048821309984826117217101, 0.00166677732637594805783634757976, 0.000351270069353330827972747479643, 0.000353150478518290479559325558498
441, 0.000000247559763592124834499307784061, 0.00000162434584041183302303498861892, 0.210742488615159332027214028452, 0.00165953728773403006667808018558, 0.000349735017966721227915264937823, 0.000351606923570725185772799234226
442, 0.000000246195072270409693950472659184, 0.00000161726497482752718464729373931, 0.210736953639992107635652417705, 0.00165234329266666564458275938882, 0.000348209791864047029020524673335, 0.000350073251911144965899122439733
443, 0.000000244840918678460058475936721249, 0.00000161023104853123835687152202386, 0.21073144372445815567630345774, 0.00164519495290101696387607033093, 0.000346694307633023242271716856583, 0.000348549379600232940687064315328
444, 0.000000243497198356398877956730843996, 0.00000160324364492099621527594641326, 0.210725958698755393664493828033, 0.00163809188425453909105542267977, 0.000345188482746188405251996096731, 0.000347035223589465800345228773988
445, 0.000000242163808107632360723960571606, 0.00000159630235202068888544534219868, 0.21072049839461236929681851108, 0.00163103370658323236273915189282, 0.0003436922355496306772838919456, 0.00034553070170975899853006124837
446, 0.000000240840645980828463596299497666, 0.00000158940676241845827938480812827, 0.210715062645271052467923522316, 0.00162402004373065935160707679556, 0.000342205485251881719421850730254, 0.00034403573266028100616483183788
447, 0.000000239527611252191476883024284392, 0.00000158255647320605142251708898441, 0.21070965128546985891768173149, 0.00161705052347771349912144067018, 0.000340728151912975502477813833281, 0.00034255023599743374537721394655
448, 0.000000238224604408027200810358702846, 0.00000157575108591911084354351501421, 0.210704264151426901879362796487, 0.00161012477749312673772966752385, 0.000339260156433669241027033184301, 0.000341074132123996379071387058018
449, 0.000000236931527127593323953579052789, 0.00000156899020647838743604243307406, 0.210698901080823468164245965655, 0.00160324244128470366596094275385, 0.000337801420544823704941383975743, 0.00033960734227842968570137998787
450, 0.000000235648282266229725771016513449, 0.00000156227344513185952986000509754, 0.210693561912787715181671655298, 0.00159640315415127007545843470606, 0.00033635186679694021245762809577, 0.000338149788524338301713259117381
451, 0.000000234374773838763534304081630683, 0.00000155560041639774223228618809433, 0.21068824648787858545580319335, 0.0015896065591353238596560367909, 0.000334911418549851660135088928776, 0.000336701393740088165901679198501
452, 0.000000233110907003183876593268099818, 0.00000154897073900837141387854685635, 0.210682954648069935261402151015, 0.00158285230297637655962778933426, 0.000333479999962564995317001457701, 0.000335262081608576550607473272657
453, 0.000000231856588044581363425582542776, 0.00000154238403585494702176864529077, 0.210677686236734874060736786935, 0.00157614003606497402372178060763, 0.000332057535983252585907740609085, 0.000333831776607152114292934836919
454, 0.000000230611724359347451734139066544, 0.00000153583993393312070452600391747, 0.210672441098630311482370160105, 0.00156946941239738487404755669655, 0.000330643952339389990438882856801, 0.000332410403997682458595142999785
455, 0.000000229376224439628927374275326588, 0.00000152933806428941302732454517776, 0.210667219079881708640038634017, 0.00156284008953094568482342186079, 0.000329239175528037678544683685726, 0.00033099788981676672049938250623
456, 0.000000228149997858032848159439375471, 0.00000152287806196844584441339987968, 0.210662020027968030646158367337, 0.00155625172854005198511135213082, 0.00032784313280626429812551247101, 0.000329594160866090776818085310265
457, 0.000000226932955252577382009683668195, 0.00000151645956596097567789114110481, 0.210656843791706897229711920323, 0.00154970399397278440167375727308, 0.000326455752181709130668922944582, 0.000328199144702922683728823769355
458, 0.000000225725008311884067899819526808, 0.0000015100822191527142276691842414, 0.21065169022123992842239365496, 0.00154319655380815945667679716038, 0.000325076962403281420444650862314, 0.000326812769630746018740219866083
459, 0.000000224526069760607118045625709309, 0.0000015037456682739224074316078584, 0.210646559168018282329954938782, 0.00153672907941399472983554350675, 0.000323706692951994306613624186179, 0.000325434964690028836139101419746
460, 0.000000223336053345095468486061868296, 0.00000149744956384976456549660932575, 0.210641450484788382057711476006, 0.0015303012455053782854409143339, 0.000322344874031931129713241139527, 0.000324065659649125989747223810721
461, 0.000000222154873819283371956945088201, 0.00000149119356015140980789715132715, 0.210636364025577828910178028495, 0.00152391273010373245161843684984, 0.000320991436561341925522349028504, 0.000322704784995312618702203124919
462, 0.000000220982446930805411755417923469, 0.0000014849773151478675938594633453, 0.210631299645681499034802455853, 0.00151756321449646222223380615486, 0.000319646312163867959989682456738, 0.000321352271925946632995297338007
463, 0.000000219818689407331898211898914627, 0.00000147880049045854502129886038162, 0.210626257201647820728802975043, 0.0015112523831971787311669281202, 0.000318309433159892198748620266351, 0.000320008052339758075668131025647
464, 0.000000218663518943120690462944511242, 0.00000147266275130651346210039228092, 0.210621236551265229676190878645, 0.00150497992390648842430954210682, 0.000316980732558013643758134818036, 0.000318672058828263277910698154828
465, 0.000000217516854185781565499236879862, 0.00000146656376647247244393143519815, 0.210616237553548799429206221023, 0.0014987455274733387266844340556, 0.000315660144046643507823406048063, 0.000317344224667301761832836720141
466, 0.00000021637861472324933399124099567, 0.00000146050320824939890726559810299, 0.210611260068727044494626260234, 0.00149254888785691117061739873387, 0.000314347601985721235177952199607, 0.000316024483808693883419209038705
467, 0.000000215248721070961978213299458891, 0.000001454480752397870193300267756, 0.21060630395822889343074533344, 0.00148638970208905311599530886008, 0.000313043041398548412970050746971, 0.000314712770872017245141564314186
468, 0.00000021412709465924016153629675049, 0.00000144849607810204934063877638955, 0.210601369084670829405289485657, 0.00148026767023723935539172559194, 0.000311746397963738654406997546533, 0.000313409021136499943909172619673
469, 0.000000213013657820864531479689015629, 0.00000144254886792632148609464627897, 0.210596455311844195708138256668, 0.00147418249536805505531039846098, 0.000310457608007281569488266220239, 0.000312113170533028755505840555534
470, 0.000000211908333778847309244775015001, 0.00000143663880777257037786890146206, 0.21059156250470266375549781095, 0.00146813388351119164005995032647, 0.000309176608494718973719368859111, 0.000310825155636270391406482535588
471, 0.000000210811046634394728030673425831, 0.00000143076558683808421775853200141, 0.210586690529349861164121895235, 0.00146212154362394737690130854679, 0.000307903337023431518958237162575, 0.000309544913656903997904026368003
472, 0.000000209721721355056950299675390094, 0.00000142492889757408025307865490172, 0.210581839253027157515327335962, 0.00145614518755622457017274230302, 0.000306637731815033963620935322764, 0.000308272382433963100824313653056
473, 0.00000020864028376306216054560042527, 0.00000141912843564483773872392757202, 0.210577008544101605468915946799, 0.00145020453001601541816357215437, 0.000305379731707877331878762573832, 0.00030700750042728523177803210183
474, 0.000000207566660523831595062703944509, 0.00000141336389988742908535498022074, 0.210572198272054034926711411103, 0.00144429928853536872964307501715, 0.000304129276149656243229235708151, 0.000305750206710067503909653392316
475, 0.000000206500779134672333747861302972, 0.00000140763499227203920116921378013, 0.210567408307467297984264156817, 0.0014384291834368298372205013244, 0.000302886305190119724933616416014, 0.000304500440961526436468533491097
476, 0.000000205442567913644741128597681837, 0.00000140194141786286322219602331512, 0.210562638522014662447385297094, 0.0014325939378003461821785846521, 0.000301650759473883850297769571703, 0.0003032581434596603582610941927
477, 0.000000204391955988601504626596579861, 0.000001396282884779573009635774435, 0.210557888788448351727557847622, 0.00142679327743063118014810558563, 0.000300422580233344575645073956116, 0.000302023255074112750159336327131
478, 0.000000203348873286395277572317553503, 0.0000013906591041593429725288239366, 0.210553158980588228966954773055, 0.00142102693082497910903508728839, 0.000299201709281689178103377577444, 0.000300795717259134916353478718934
479, 0.000000202313250522251992712188637769, 0.00000138506979011942595008246002465, 0.210548448973310623279783733526, 0.00141529462914152389003378665526, 0.000297988089006004725015803435788, 0.00029957547204664640295859808445
480, 0.000000201285019189306968925622717486, 0.00000137951465972027006038460821182, 0.210543758642537296031992132064, 0.00140959610616793475941507980056, 0.000296781662360482033900446490084, 0.000298362462039391610929756721013
481, 0.000000200264111548300989624183543183, 0.00000137399343292916759107617253199, 0.210539087865224545116017308, 0.00140393109829054195312709460948, 0.000295582372859713609439240039881, 0.000297156630404191078019940395956
