N, |E1/B0_eff|, |E2/B0_eff|, |E3/E3_main_decay|, |E3_main_decay/B0_eff|, |E3/B0_eff|, (|E1|+|E2|+|E3|)/|B0_eff|
43, 0.0000581804705905099067062632001325, 0.000144563298232355897341733530835, 0.234001484917667433231604595536, 0.0838491439289147652547373150901, 0.019620824188441274267034763934, 0.019823567957264140071082760665
44, 0.000055304783702579595235413679222, 0.000138415258312227796812603513401, 0.233400262726427900142613193139, 0.0810916445694427768801155501063, 0.0189268111474260544015179709332, 0.0191205311894408617935659881258
45, 0.0000526270090109846409095705477488, 0.000132653266581838946620495768865, 0.232826529063396557348753875769, 0.0784757712665758705854733072547, 0.0182712414395698873971581167078, 0.0184565217151627109846881830244
46, 0.0000501297860717525410289818149761, 0.000127245571583302008976164435647, 0.232278440844058180246886274627, 0.0759916113200553625886240763787, 0.0176512129946501415005545748752, 0.0178285883523051960505597211258
47, 0.0000477975953497683773457187804817, 0.000122163627815083521643244272883, 0.231754316152501039756631174014, 0.0736301277102791629918879758691, 0.0170640998957170646214686247047, 0.0172340611188819165204575877581
48, 0.0000456165303817429666362976041869, 0.000117381714224702199569479450223, 0.231252617001480154908377322689, 0.0713830660762699068214322825087, 0.0165075208397269955464301806738, 0.0166705190843334407126359577282
49, 0.0000435741020378554018004063698218, 0.00011287660472606908113099192341, 0.230771934259090477547943825034, 0.0692428731901309063689806265216, 0.0159793117797434280575653098067, 0.0161357624865073525404967080999
50, 0.0000416590698292903198750458980737, 0.000108627282776526758737762993927, 0.230310974430898775196662965726, 0.0672026253139216008590672110816, 0.0154775021203638685912600819707, 0.0156277884729696856698728908627
51, 0.0000398612960848871492430919174285, 0.000104614693396540215511140378889, 0.229868548036425116556550211345, 0.0652559650777269155384140068403, 0.0150002939431327493493002390456, 0.0151447699326141767140544713419
52, 0.0000381716195307527919680096745607, 0.000100821527113821164170967115263, 0.229443559360031158061283059912, 0.0633970457269586871765134057986, 0.0145460438245040552224879499515, 0.0146850369711486291786269267413
53, 0.0000365817453856352664519970597002, 0.0000972320312131909207181118825191, 0.229034997390278283676121250826, 0.0616204817607845269363073835177, 0.0141132468792689747053982998853, 0.0142470606558678008925684088276
54, 0.0000350841495584472503935843213534, 0.0000938318444128016089765424495221, 0.228641927790021698468404441336, 0.0599213051285501997717351416283, 0.0137005227202858316441452254703, 0.0138294387142570805035153522412
55, 0.0000336719949232598205433784980631, 0.0000906078516973114866798834640312, 0.228263485762986570563026476024, 0.0582949262723709228766745338195, 0.013306603073227691946276717423, 0.0134308829198482632534999793851
56, 0.0000323390579676983871431511598192, 0.000087548056543733969811596615732, 0.227898869702192038934195915719, 0.0567370994059204169607580201945, 0.0129303208247901744444205835713, 0.0130502079393016068013753313468
57, 0.0000310796643759260680331520794641, 0.0000846414681954618298390531467143, 0.227547335522040879294231764673, 0.0552438915052429821512879024522, 0.0125706003158867488130103162166, 0.0126863214484581367108825214427
58, 0.0000298886323276204567147297807445, 0.0000818780019900203410287079899874, 0.227208191589735117838628333217, 0.0538116545599113005257530055196, 0.0122264487190089701558945417933, 0.0123382153533266109536379795641
59, 0.0000287612224777990773275767048299, 0.0000792483910389706870782003328024, 0.226880794183362821546455647056, 0.0524370006942976259388556672449, 0.0118969483621157930460624356858, 0.0120049579756325628104682127234
60, 0.0000276930937356629372633024892728, 0.0000767441078041879664065818057962, 0.226564543413895966849707126976, 0.0511167798209552232943769806786, 0.0115812498809233709953913364073, 0.0116856870824632218990612207024
61, 0.0000266802640891581525653814580269, 0.0000743572943216723716773848159008, 0.226258879556743360802017869765, 0.0498480595326273830154462136851, 0.0112785660979301117994325333595, 0.0113796036563409423236752996334
62, 0.0000257190758300347468242632661156, 0.0000720806999987793184072929819259, 0.225963279745661458043131760559, 0.0486281069774538295187755858605, 0.0109881665404483515398551349594, 0.0110859663162771656050866912075
63, 0.0000248061646253289954699147856662, 0.0000699076260587087510195064600498, 0.225677254987941260391293583405, 0.0474543724945538191936646077092, 0.0107093725217461684441861575984, 0.0108040863124302061906755788441
64, 0.0000239384319582806248321663910354, 0.0000678318758317238793254121649342, 0.225400347465027623079476100261, 0.0463244748151810832415566177151, 0.0104415527194767374441914585125, 0.0105333230272667419483490370684
65, 0.0000231130205270662615350757191002, 0.0000658477101995285904883263163828, 0.225132128087225840017522422757, 0.045236187658774114002024366708, 0.010184119194172918624317195053, 0.0102730799248995134763405970884
66, 0.00002232729224531249574206651259, 0.0000639498075905309608147181843297, 0.22487219427502357569462966859, 0.0441874275740548596282034665956, 0.00993652379794639809312018072443, 0.0100228008977822415496769654214
67, 0.0000215788085357321998137207618884, 0.0000621332280018456813568161815561, 0.224620167942899175190584984067, 0.0431762428933519931395459783935, 0.00969825492984813170075762285073, 0.00978196696638570958192815979417
68, 0.000020865312648716584292873988267, 0.0000603933805909034447581746400114, 0.22437569366437956068395552654, 0.0422008036839543941623179101834, 0.00946883459978157158262070794142, 0.0095500932930211916116717565697
69, 0.0000201847137723982581776862353928, 0.0000587259944371554011611331561188, 0.224138436999618857078588223556, 0.0412593925938834590300654833244, 0.0092478157675466885417235052857, 0.00932672647575624220106232467721
70, 0.0000195350727304789940551087663933, 0.0000571270921240156532857668292223, 0.223908082968948476894066639068, 0.040350396501301996411720568166, 0.00903477992764349575132747956188, 0.00911144209249799039866835515749
71, 0.0000189145890897411887043324850726, 0.0000555929658340700369617044802085, 0.22368433465774771525436161361, 0.0394722988871001358714934050971, 0.00882933491397274949255190688804, 0.00890384246889656071821794385332
