t,zero_1,zero_2,zero_3,zero_4,zero_5
0.031,28.25148385,42.02068167,50.00355098,60.82016302,65.85566936
0.032,28.25090436,42.01992715,50.00296493,60.81920949,65.85520227
0.033,28.25032487,42.01917265,50.00237887,60.81825602,65.85473513
0.034,28.24974539,42.01841816,50.0017928,60.8173026,65.85426796
0.035,28.24916591,42.01766368,50.00120673,60.81634924,65.85380074
0.036,28.24858643,42.01690922,50.00062065,60.81539595,65.85333345
0.037,28.24800696,42.01615478,50.00003456,60.81444271,65.8528661
0.038,28.2474275,42.01540035,49.99944847,60.81348953,65.85239871
0.039,28.24684804,42.01464593,49.99886237,60.81253641,65.85193127
0.04,28.24626858,42.01389153,49.99827626,60.81158336,65.85146378
0.041,28.24568913,42.01313715,49.99769014,60.81063036,65.85099623
0.042,28.24510968,42.01238278,49.99710402,60.80967742,65.85052864
0.043,28.24453024,42.01162842,49.99651789,60.80872454,65.85006099
0.044,28.2439508,42.01087408,49.99593176,60.80777172,65.8495933
0.045,28.24337136,42.01011976,49.99534562,60.80681896,65.84912554
0.046,28.24279193,42.00936545,49.99475947,60.80586625,65.84865774
0.047,28.24221251,42.00861116,49.99417331,60.80491361,65.84818989
0.048,28.24163308,42.00785688,49.99358715,60.80396103,65.84772198
0.049,28.24105367,42.00710261,49.99300098,60.8030085,65.84725404
0.05,28.24047425,42.00634836,49.9924148,60.80205604,65.84678602
0.051,28.23989485,42.00559413,49.99182861,60.80110364,65.84631798
0.052,28.23931544,42.00483991,49.99124242,60.80015129,65.84584987
0.053,28.23873604,42.00408571,49.99065623,60.799199,65.8453817
0.054,28.23815665,42.00333152,49.99007002,60.79824677,65.84491348
0.055,28.23757726,42.00257734,49.98948381,60.7972946,65.84444523
0.056,28.23699787,42.00182319,49.98889759,60.7963425,65.84397692
0.057,28.23641849,42.00106904,49.98831136,60.79539045,65.84350853
0.058,28.23583911,42.00031491,49.98772513,60.79443845,65.84304013
0.059,28.23525974,41.9995608,49.98713889,60.79348652,65.84257167
0.06,28.23468037,41.9988067,49.98655265,60.79253465,65.84210315
0.061,28.23410101,41.99805262,49.98596639,60.79158283,65.84163459
0.062,28.23352165,41.99729855,49.98538013,60.79063108,65.84116597
0.063,28.23294229,41.9965445,49.98479387,60.78967938,65.84069729
0.064,28.23236294,41.99579046,49.98420759,60.78872775,65.84022855
0.065,28.23178359,41.99503643,49.98362131,60.78777617,65.83975979
0.066,28.23120425,41.99428242,49.98303503,60.78682465,65.83929098
0.067,28.23062491,41.99352843,49.98244873,60.78587319,65.8388221
0.068,28.23004558,41.99277445,49.98186243,60.78492179,65.83835318
0.069,28.22946625,41.99202049,49.98127612,60.78397045,65.8378842
0.07,28.22888693,41.99126654,49.98068981,60.78301916,65.83741516
0.071,28.2283076,41.99051261,49.98010348,60.78206794,65.83694608
0.072,28.22772829,41.98975869,49.97951716,60.78111677,65.83647696
0.073,28.22714898,41.98900479,49.97893082,60.78016567,65.83600778
0.074,28.22656967,41.9882509,49.97834448,60.77921462,65.83553854
0.075,28.22599037,41.98749703,49.97775813,60.77826363,65.83506927
0.076,28.22541107,41.98674317,49.97717177,60.7773127,65.83459995
0.077,28.22483178,41.98598933,49.97658541,60.77636183,65.83413054
0.078,28.22425249,41.9852355,49.97599904,60.77541102,65.83366111
0.079,28.2236732,41.98448168,49.97541266,60.77446026,65.83319164
0.08,28.22309392,41.98372789,49.97482628,60.77350956,65.83272209
