t, z, H_t(z), error in H_t(z)
0.0, 14.3, 0.018025597587834303, 1.6026872939271424e-12
0.0, 14.4, 0.017698521619195422, 1.6414150599466436e-12
0.0, 14.5, 0.017374620046030062, 1.6819781555163615e-12
0.0, 14.6, 0.0170539212531734, 1.7239926709913165e-12
0.0, 14.7, 0.016736452136848688, 1.7452721225951088e-12
0.0, 14.8, 0.016422238112886036, 1.755449943264654e-12
0.0, 14.9, 0.016111303125613458, 1.765296002564839e-12
0.0, 15.0, 0.015803669657406493, 1.7676512527326755e-12
0.0, 15.1, 0.01549935873888265, 1.7594733947090518e-12
0.0, 15.2, 0.015198389959726421, 1.7516812125232448e-12
0.0, 15.3, 0.014900781480130557, 1.7456827744507162e-12
0.0, 15.4, 0.01460655004283885, 1.7433022559370332e-12
0.0, 15.5, 0.014315710985775512, 1.7443542426684603e-12
0.0, 15.6, 0.01402827825524609, 1.7478858205485368e-12
0.0, 15.7, 0.013744264419694502, 1.7536599845560884e-12
0.0, 15.8, 0.013463680684000627, 1.760630230976091e-12
0.0, 15.9, 0.013186536904302793, 1.768355013631386e-12
0.0, 16.0, 0.012912841603329174, 1.7764828866014179e-12
0.0, 16.1, 0.012642601986222099, 1.7847237785601485e-12
0.0, 16.2, 0.012375823956839073, 1.7928330136337432e-12
0.0, 16.3, 0.012112512134514098, 1.8006024280058724e-12
0.0, 16.4, 0.011852669871262999, 1.8078540881864094e-12
0.0, 16.5, 0.011596299269416103, 1.8144255166124138e-12
0.0, 16.6, 0.011343401199661674, 1.8201461795474944e-12
0.0, 16.7, 0.011093975319483439, 1.8249378545587714e-12
0.0, 16.8, 0.010848020091975441, 1.827707597824154e-12
0.0, 16.9, 0.010605532805017425, 1.8283398380023226e-12
0.0, 17.0, 0.010366509590793896, 1.827970880594735e-12
0.0, 17.1, 0.010130945445640112, 1.826570548450335e-12
0.0, 17.2, 0.009898834250198075, 1.8241374977944696e-12
0.0, 17.3, 0.009670168789865624, 1.8206961718074168e-12
0.0, 17.4, 0.009444940775522112, 1.8163164072153444e-12
0.0, 17.5, 0.009223140864513486, 1.8111827835249617e-12
0.0, 17.6, 0.00900475868188039, 1.805326113987052e-12
0.0, 17.7, 0.008789782841812428, 1.7988932972447009e-12
0.0, 17.8, 0.008578200969312052, 1.792049299278736e-12
0.0, 17.9, 0.008369999722051595, 1.7850300284724302e-12
0.0, 18.0, 0.008165164812406986, 1.7781205897573977e-12
0.0, 18.1, 0.0079636810296519, 1.7716606303147305e-12
0.0, 18.2, 0.007765532262296078, 1.7659098945432917e-12
0.0, 18.3, 0.007570701520551857, 1.7609202471093772e-12
0.0, 18.4, 0.007379170958912942, 1.7588798182853353e-12
0.0, 18.5, 0.007190921898829625, 1.7594125478657635e-12
0.0, 18.6, 0.007005934851464957, 1.7627267629270427e-12
0.0, 18.7, 0.0068241895405163466, 1.7701333971591635e-12
0.0, 18.8, 0.006645664925087284, 1.7826232632218189e-12
0.0, 18.9, 0.006470339222594429, 1.8013533299808924e-12
0.0, 19.0, 0.006298189931694708, 1.827679487942349e-12
0.0, 19.1, 0.006129193855218326, 1.8632116385675164e-12
0.0, 19.2, 0.0059633271230927825, 1.9098832462160467e-12
0.0, 19.3, 0.005800565215243948, 1.9700751539685965e-12
0.0, 19.4, 0.005640882984460235, 2.046831829763722e-12
0.0, 19.5, 0.005484254679205934, 2.1443015965924975e-12
0.0, 19.6, 0.00533065396637042, 2.2689565469214717e-12
0.0, 19.7, 0.0051800539539399205, 2.4393687082034583e-12
0.0, 19.8, 0.005032427213578811, 2.699819978454359e-12
0.0, 19.9, 0.0048877458031078794, 3.0117227314183746e-12
0.0, 20.0, 0.004745981288866963, 3.369895707379044e-12
0.0, 20.1, 0.004607104767949959, 3.774240701766056e-12
0.0, 20.2, 0.004471086890300182, 4.226086576808693e-12
0.0, 20.3, 0.00433789788065462, 4.727485744819265e-12
0.0, 20.4, 0.004207507560325779, 5.279951050668319e-12
0.0, 20.5, 0.004079885368810003, 5.8843349631793466e-12
0.0, 20.6, 0.003955000385211837, 6.545551986037142e-12
0.0, 20.7, 0.003832821349473745, 7.2659865007985785e-12
0.0, 20.8, 0.0037133166834013597, 8.047268301445176e-12
0.0, 20.9, 0.00359645451147445, 8.894500671630015e-12
0.0, 21.0, 0.0034822026814340075, 9.812595939616236e-12
0.0, 21.1, 0.003370528784636619, 1.0805905927210988e-11
0.0, 21.2, 0.0032614001761670196, 1.187911221088402e-11
0.0, 21.3, 0.0031547839947005554, 1.3037263829339628e-11
0.0, 21.4, 0.00305064718210732, 1.4285352848300846e-11
0.0, 21.5, 0.002948956502790109, 1.5629263506985828e-11
0.0, 21.6, 0.0028496785627487686, 1.7075851121592506e-11
0.0, 21.7, 0.0027527798283636115, 1.863216526212602e-11
0.0, 21.8, 0.002658226644891222, 2.0300448841046548e-11
0.0, 21.9, 0.0025659852546659877, 2.2089968810657685e-11
0.0, 22.0, 0.0024760218150012025, 2.4013869104347642e-11
0.0, 22.1, 0.002388302415783859, 2.608286477405543e-11
0.0, 22.2, 0.002302793096757602, 2.8309152938936667e-11
0.0, 22.3, 0.002219459864488543, 3.0706774824712004e-11
0.0, 22.4, 0.0021382687090091496, 3.326739639687587e-11
0.0, 22.5, 0.00205918562013546, 3.594713155071128e-11
0.0, 22.6, 0.001982176603453552, 3.8820711124954884e-11
0.0, 22.7, 0.0019072076959711153, 4.1905902650006565e-11
0.0, 22.8, 0.0018342449814306517, 4.5213714732713e-11
0.0, 22.9, 0.001763254605280908, 4.876077671549346e-11
0.0, 23.0, 0.0016942027893035029, 5.259261499958352e-11
0.0, 23.1, 0.0016270558458921455, 5.674692981021607e-11
0.0, 23.2, 0.0015617801919818885, 6.127158050297906e-11
0.0, 23.3, 0.0014983423626264405, 6.622880725422011e-11
0.0, 23.4, 0.0014367090242216863, 7.170152637875041e-11
0.0, 23.5, 0.00137684698737384, 7.734398342866538e-11
0.0, 23.6, 0.0013187232194111329, 8.099661574326637e-11
0.0, 23.7, 0.0012623048565379115, 8.421462885366155e-11
0.0, 23.8, 0.0012075592156306594, 8.721233359975838e-11
0.0, 23.9, 0.0011544538056754317, 9.028685079362374e-11
0.0, 24.0, 0.0011029563388465873, 9.344058456542076e-11
0.0, 24.1, 0.001053034741227058, 9.667037930169934e-11
0.0, 24.2, 0.001004657163170432, 9.997313104243271e-11
0.0, 24.3, 0.0009577919893055789, 1.033457289952772e-10
0.0, 24.4, 0.0009124078481847401, 1.0651122438182936e-10
0.0, 24.5, 0.0008684736215761571, 1.0899536085947219e-10
0.0, 24.6, 0.0008259584534027137, 1.1160892846714754e-10
0.0, 24.7, 0.0007848317583281767, 1.1433888013358146e-10
0.0, 24.8, 0.0007450632299928476, 1.171744094190583e-10
0.0, 24.9, 0.0007066228489008042, 1.2010579414326562e-10
0.0, 25.0, 0.0006694808899608608, 1.2282305567681526e-10
0.0, 25.1, 0.0006336079296839206, 1.2552579570351376e-10
0.0, 25.2, 0.0005989748530392627, 1.2834484810597905e-10
0.0, 25.3, 0.0005655528599727445, 1.3113337760933714e-10
0.0, 25.4, 0.0005333134715900138, 1.3402560725264035e-10
0.0, 25.5, 0.000502228536007935, 1.3702060793964208e-10
0.0, 25.6, 0.0004722702338777493, 1.4010942840513668e-10
0.0, 25.7, 0.00044341108358354536, 1.432842698371091e-10
0.0, 25.8, 0.00041562394611984566, 1.4653822424674723e-10
0.0, 25.9, 0.00038888202965225814, 1.4986508473336662e-10
0.0, 26.0, 0.00036315889376524387, 1.5325919266517516e-10
0.0, 26.1, 0.00033842845340135714, 1.566699284597968e-10
0.0, 26.2, 0.00031466498249619533, 1.6010339722612604e-10
0.0, 26.3, 0.000291843117313684, 1.6359846143506954e-10
0.0, 26.4, 0.0002699378594863067, 1.669941385581348e-10
0.0, 26.5, 0.0002489245787650351, 1.704185743492905e-10
0.0, 26.6, 0.00022877901548382413, 1.738764422288289e-10
0.0, 26.7, 0.00020947728274372537, 1.773571648595133e-10
0.0, 26.8, 0.00019099586832160693, 1.8086390883443767e-10
0.0, 26.9, 0.0001733116363087611, 1.8439300969235795e-10
0.0, 27.0, 0.0001564018284845386, 1.8794116455566961e-10
0.0, 27.1, 0.0001402440654305522, 1.9150549311370168e-10
0.0, 27.2, 0.00012481634739068044, 1.9508362939658984e-10
0.0, 27.3, 0.00011009705488247649, 1.986738214851768e-10
0.0, 27.4, 9.606494906555736e-05, 2.0227517918276748e-10
0.0, 27.5, 8.269917187250846e-05, 2.0588768172707793e-10
0.0, 27.6, 6.997924590806759e-05, 2.0951255352382968e-10
0.0, 27.7, 5.788507412224113e-05, 2.1315272467949165e-10
0.0, 27.8, 4.6396939263134346e-05, 2.1681321070346627e-10
0.0, 27.9, 3.549550311530472e-05, 2.2050199381410542e-10
0.0, 28.0, 2.5161805529409477e-05, 2.2423109956440643e-10
0.0, 28.1, 1.537726324906225e-05, 2.2801840909588467e-10
0.0, 28.2, 6.123668540697298e-06, 2.318692582485947e-10
0.0, 28.3, -2.616812367644186e-06, 2.358363758635916e-10
0.0, 28.4, -1.0861641032747246e-05, 2.3999972499812066e-10
0.0, 28.5, -1.8627908721947838e-05, 2.445099571763209e-10
0.0, 28.6, -2.5932338512322308e-05, 2.501945434702543e-10
0.0, 28.7, -3.279128755742742e-05, 2.569541499559924e-10
0.0, 28.8, -3.922074951575749e-05, 2.6421256708237726e-10
0.0, 28.9, -4.5236357135003284e-05, 2.718733135779958e-10
0.0, 29.0, -5.085338498640488e-05, 2.7988234274912613e-10
0.0, 29.1, -5.6086752343274496e-05, 2.881993789351212e-10
0.0, 29.2, -6.0951026198010666e-05, 2.9680938209267225e-10
0.0, 29.3, -6.546042441183861e-05, 3.056949152208349e-10
0.0, 29.4, -6.962881899154649e-05, 3.148414131478195e-10
0.0, 29.5, -7.346973948764522e-05, 3.2423615555609863e-10
0.0, 29.6, -7.699637650823784e-05, 3.338677348873657e-10
0.0, 29.7, -8.022158534316298e-05, 3.4372574055735074e-10
0.0, 29.8, -8.315788969279808e-05, 3.5380063087017505e-10
0.0, 29.9, -8.58174854961206e-05, 3.6408373644190174e-10
0.0, 30.0, -8.821224485269156e-05, 3.7451404967777234e-10
0.0, 30.1, -9.035372003312047e-05, 3.851157900519464e-10
0.0, 30.2, -9.225314757286534e-05, 3.957041556395742e-10
0.0, 30.3, -9.392145244413654e-05, 4.0619617034007044e-10
0.0, 30.4, -9.536925230075794e-05, 4.1687788628352256e-10
0.0, 30.5, -9.660686179100691e-05, 4.2775485198619123e-10
0.0, 30.6, -9.764429693342526e-05, 4.388363905189579e-10
0.0, 30.7, -9.849127955071429e-05, 4.5013638625040146e-10
0.0, 30.8, -9.915724175694079e-05, 4.6167433369687217e-10
0.0, 30.9, -9.965133049333634e-05, 4.734765184603109e-10
0.0, 31.0, -9.99824121079926e-05, 4.855775172175357e-10
0.0, 31.1, -0.00010015907697501146, 4.980219751062462e-10
0.0, 31.2, -0.00010018964414856404, 5.108668005379334e-10
0.0, 31.3, -0.00010008216604752578, 5.241838120514304e-10
0.0, 31.4, -9.984443316645267e-05, 5.372742340781022e-10
0.0, 31.5, -9.948397880866927e-05, 5.499417537830528e-10
0.0, 31.6, -9.900808383739337e-05, 5.630470633709144e-10
0.0, 31.7, -9.84237814409175e-05, 5.766891475048251e-10
0.0, 31.8, -9.773786190804982e-05, 5.909915411353275e-10
0.0, 31.9, -9.695687740978908e-05, 6.061078510080977e-10
0.0, 32.0, -9.608714678381379e-05, 6.222287464224571e-10
0.0, 32.1, -9.513476031804195e-05, 6.395909519479532e-10
0.0, 32.2, -9.410558452977564e-05, 6.584841718994576e-10
0.0, 32.3, -9.300526693707391e-05, 6.792448666641638e-10
0.0, 32.4, -9.183924081908791e-05, 7.023883302073867e-10
0.0, 32.5, -9.061272996209384e-05, 7.28504639303805e-10
0.0, 32.6, -8.933075338818769e-05, 7.583571075979494e-10
0.0, 32.7, -8.799813006369735e-05, 7.929598111470222e-10
0.0, 32.8, -8.661948358428922e-05, 8.337246792113343e-10
0.0, 32.9, -8.519924683420165e-05, 8.828377837294903e-10
0.0, 33.0, -8.374166661666519e-05, 9.325445693726855e-10
0.0, 33.1, -8.225080825315963e-05, 9.591307972338284e-10
0.0, 33.2, -8.073056014888906e-05, 9.906674843395655e-10
0.0, 33.3, -7.918463832213913e-05, 1.0278896063008042e-09
0.0, 33.4, -7.76165908952392e-05, 1.070631320552153e-09
0.0, 33.5, -7.602980254490674e-05, 1.1189777193368805e-09
0.0, 33.6, -7.44274989099728e-05, 1.1731443058006335e-09
0.0, 33.7, -7.281275095437543e-05, 1.2292051960998317e-09
0.0, 33.8, -7.118847928365252e-05, 1.2914308706531899e-09
0.0, 33.9, -6.95574584130329e-05, 1.3607242949531047e-09
0.0, 34.0, -6.792232098551306e-05, 1.4375601516703488e-09
0.0, 34.1, -6.628556193818936e-05, 1.5224631963739416e-09
0.0, 34.2, -6.46495426155046e-05, 1.6047583550744797e-09
0.0, 34.3, -6.301649482774621e-05, 1.6965230502978621e-09
0.0, 34.4, -6.138852485370297e-05, 1.7990868852236933e-09
0.0, 34.5, -5.976761738600096e-05, 1.913135331306199e-09
0.0, 34.6, -5.815563941812973e-05, 2.0394231116514106e-09
0.0, 34.7, -5.655434407198521e-05, 2.17877420394315e-09
0.0, 34.8, -5.496537436489843e-05, 2.3320825275846227e-09
0.0, 34.9, -5.3390266915413866e-05, 2.4984341312541845e-09
0.0, 35.0, -5.18304555867026e-05, 2.6768885626410442e-09
0.0, 35.1, -5.028727506713063e-05, 2.8730678795262794e-09
0.0, 35.2, -4.8761964387097526e-05, 3.0851357042069565e-09
0.0, 35.3, -4.725567037169233e-05, 3.315548154048857e-09
0.0, 35.4, -4.576945102853493e-05, 3.5665971359848808e-09
0.0, 35.5, -4.430427887036223e-05, 3.836271052792778e-09
0.0, 35.6, -4.2861044172058096e-05, 4.12808767486241e-09
0.0, 35.7, -4.144055816166959e-05, 4.444578032742741e-09
0.0, 35.8, -4.004355614529325e-05, 4.787232712726048e-09
0.0, 35.9, -3.8670700565563874e-05, 5.157641304933825e-09
0.0, 36.0, -3.732258399364907e-05, 5.55749532503406e-09
0.0, 36.1, -3.599973205467696e-05, 5.988592005630569e-09
0.0, 36.2, -3.4702606286645516e-05, 6.4528387757010805e-09
0.0, 36.3, -3.343160693278037e-05, 6.952193298594017e-09
0.0, 36.4, -3.218707566759977e-05, 7.4885973794729e-09
0.0, 36.5, -3.096929825664401e-05, 8.064538754036988e-09
0.0, 36.6, -2.9778507150314174e-05, 8.68242617504667e-09
0.0, 36.7, -2.8614884011964848e-05, 9.34481929526805e-09
0.0, 36.8, -2.7478562180547825e-05, 1.0054444363458421e-08
0.0, 36.9, -2.6369629068315564e-05, 1.081421640001298e-08
0.0, 37.0, -2.5288128493819418e-05, 1.1627272301153217e-08
0.0, 37.1, -2.423406295078914e-05, 1.249702592162705e-08
0.0, 37.2, -2.3207395813346708e-05, 1.3427273651271807e-08
0.0, 37.3, -2.2208053478091707e-05, 1.4422446784297414e-08
0.0, 37.4, -2.1235927443646278e-05, 2.1058246689925647e-12
0.0, 37.5, -2.0290876328227497e-05, 7.936208036182139e-12
0.0, 37.6, -1.9372727825962832e-05, 3.0662643366622966e-11
0.0, 37.7, -1.848128060260093e-05, 6.289423929587753e-11
0.0, 37.8, -1.76163061312868e-05, 1.0328295842700718e-10
0.0, 37.9, -1.6777550469223527e-05, 1.512973608708019e-10
0.0, 38.0, -1.5964735975875118e-05, 2.067569614215419e-10
0.0, 38.1, -1.5177562973665414e-05, 2.6958790780393757e-10
0.0, 38.2, -1.4415711351794137e-05, 3.3980296884536004e-10
0.0, 38.3, -1.3678842114183982e-05, 4.174713497393205e-10
0.0, 38.4, -1.2966598872348953e-05, 5.027016044484914e-10
0.0, 38.5, -1.2278609284024824e-05, 5.956312090348391e-10
0.0, 38.6, -1.1614486438547064e-05, 6.964198670468901e-10
0.0, 38.7, -1.0973830189830568e-05, 8.052450525207037e-10
0.0, 38.8, -1.0356228437922218e-05, 9.222989935493266e-10
0.0, 38.9, -9.761258360045655e-06, 1.047786619807897e-09
0.0, 39.0, -9.188487592105398e-06, 1.1819232561608613e-09
0.0, 39.1, -8.637475361639082e-06, 1.324937786857455e-09
0.0, 39.2, -8.107773573164546e-06, 1.477067571290781e-09
0.0, 39.3, -7.598927846924879e-06, 1.6385588030528978e-09
0.0, 39.4, -7.11047851203149e-06, 1.8096699138073488e-09
0.0, 39.5, -6.64196155504798e-06, 1.990671391193366e-09
0.0, 39.6, -6.192909524868747e-06, 2.1818462070084775e-09
0.0, 39.7, -5.76285239515281e-06, 2.3834918963920907e-09
0.0, 39.8, -5.3513183850269035e-06, 2.595922769942888e-09
0.0, 39.9, -4.9578347393719035e-06, 2.8194726714109676e-09
0.0, 40.0, -4.581928469443285e-06, 3.0544984469499014e-09
0.0, 40.1, -4.223127055027337e-06, 3.3013842390167774e-09
0.0, 40.2, -3.880959109057525e-06, 3.5605468042740694e-09
0.0, 40.3, -3.5549550056689604e-06, 3.832441984328604e-09
0.0, 40.4, -3.244647472821138e-06, 4.108741643229644e-09
0.0, 40.5, -2.9495721503274702e-06, 4.3873698040392316e-09
0.0, 40.6, -2.669268114428294e-06, 4.676698572254344e-09
0.0, 40.7, -2.403278369800298e-06, 4.976937760486166e-09
0.0, 40.8, -2.1511503100310643e-06, 5.288320688740434e-09
0.0, 40.9, -1.912436147528864e-06, 5.611110628638713e-09
0.0, 41.0, -1.6866933137927535e-06, 5.945608815474086e-09
0.0, 41.1, -1.4734848310734997e-06, 6.292164346378726e-09
0.0, 41.2, -1.2723796562943285e-06, 6.6511863871676495e-09
0.0, 41.3, -1.0829529982339442e-06, 7.023159404110514e-09
0.0, 41.4, -9.047866088186937e-07, 7.408662140382212e-09
0.0, 41.5, -7.37469049538796e-07, 7.80839148502848e-09
0.0, 41.6, -5.805959337790742e-07, 8.223192656326603e-09
0.0, 41.7, -4.3377014604149096e-07, 8.65409771645725e-09
0.0, 41.8, -2.966020389192584e-07, 9.1023750904595e-09
0.0, 41.9, -1.6870960858916297e-07, 9.569593966268323e-09
0.0, 42.0, -4.971864983968231e-08, 1.0057708999139075e-08
0.0, 42.1, 6.073710868652999e-08, 1.056917312792716e-08
0.0, 42.2, 1.630158881189912e-07, 1.1107090125750507e-08
0.0, 42.3, 2.574677611375301e-07, 1.1675424268544917e-08
0.0, 42.4, 3.4443457096968615e-07, 1.2197147792554745e-08
0.0, 42.5, 4.242498670283619e-07, 1.2620703763036964e-08
0.0, 42.6, 4.97238856266599e-07, 1.2936327499917204e-08
0.0, 42.7, 5.637183695718102e-07, 1.2970558530320624e-08
0.0, 42.8, 6.239968425234541e-07, 1.2952001049533838e-08
0.0, 42.9, 6.78374309656996e-07, 1.2893651384200328e-08
