N,bound,boundtype
74450,0.061989605,lemma_euler5
74451,0.061992729,lemma_euler5
74452,0.061996918,lemma_euler5
74453,0.061998648,lemma_euler5
74454,0.062003672,lemma_euler5
74455,0.062006208,lemma_euler5
74456,0.062010397,lemma_euler5
74457,0.06201352,lemma_euler5
74458,0.062017709,lemma_euler5
74459,0.062019438,lemma_euler5
74460,0.062024574,lemma_euler5
74461,0.062026303,lemma_euler5
74462,0.062030491,lemma_euler5
74463,0.062033615,lemma_euler5
74464,0.062037803,lemma_euler5
74465,0.062040338,lemma_euler5
74466,0.062045361,lemma_euler5
74467,0.06204709,lemma_euler5
74468,0.062051278,lemma_euler5
74469,0.062054401,lemma_euler5
74470,0.06205883,lemma_euler5
74471,0.062060559,lemma_euler5
74472,0.062065581,lemma_euler5
74473,0.062067311,lemma_euler5
74474,0.062071498,lemma_euler5
74475,0.062075136,lemma_euler5
74476,0.062079324,lemma_euler5
74477,0.062081053,lemma_euler5
74478,0.062086075,lemma_euler5
74479,0.062087804,lemma_euler5
74480,0.062092232,lemma_euler5
74481,0.062095354,lemma_euler5
74482,0.062099541,lemma_euler5
74483,0.06210127,lemma_euler5
74484,0.062106291,lemma_euler5
74485,0.062108825,lemma_euler5
74486,0.062113012,lemma_euler5
74487,0.062116134,lemma_euler5
74488,0.06212032,lemma_euler5
74489,0.062122049,lemma_euler5
74490,0.062127182,lemma_euler5
74491,0.06212891,lemma_euler5
74492,0.062133097,lemma_euler5
74493,0.062136218,lemma_euler5
74494,0.062140404,lemma_euler5
74495,0.062142938,lemma_euler5
74496,0.062147958,lemma_euler5
74497,0.062149687,lemma_euler5
74498,0.062153872,lemma_euler5
74499,0.062156994,lemma_euler5
74500,0.06216142,lemma_euler5
74501,0.062163149,lemma_euler5
74502,0.062168168,lemma_euler5
74503,0.062169897,lemma_euler5
74504,0.062174082,lemma_euler5
74505,0.062177718,lemma_euler5
74506,0.062181903,lemma_euler5
74507,0.062183632,lemma_euler5
74508,0.062188651,lemma_euler5
74509,0.062190379,lemma_euler5
74510,0.062194805,lemma_euler5
74511,0.062197925,lemma_euler5
74512,0.06220211,lemma_euler5
74513,0.062203838,lemma_euler5
74514,0.062208857,lemma_euler5
74515,0.06221139,lemma_euler5
74516,0.062215575,lemma_euler5
74517,0.062218695,lemma_euler5
74518,0.062222879,lemma_euler5
74519,0.062224607,lemma_euler5
74520,0.062229737,lemma_euler5
74521,0.062231465,lemma_euler5
74522,0.062235648,lemma_euler5
74523,0.062238768,lemma_euler5
74524,0.062242952,lemma_euler5
74525,0.062245485,lemma_euler5
74526,0.062250502,lemma_euler5
74527,0.06225223,lemma_euler5
74528,0.062256414,lemma_euler5
74529,0.062259533,lemma_euler5
74530,0.062263957,lemma_euler5
74531,0.062265685,lemma_euler5
74532,0.062270702,lemma_euler5
74533,0.062272429,lemma_euler5
74534,0.062276613,lemma_euler5
74535,0.062280247,lemma_euler5
74536,0.06228443,lemma_euler5
74537,0.062286158,lemma_euler5
74538,0.062291174,lemma_euler5
74539,0.062292902,lemma_euler5
74540,0.062297325,lemma_euler5
74541,0.062300444,lemma_euler5
74542,0.062304626,lemma_euler5
74543,0.062306354,lemma_euler5
74544,0.06231137,lemma_euler5
74545,0.062313901,lemma_euler5
74546,0.062318083,lemma_euler5
74547,0.062321202,lemma_euler5
74548,0.062325384,lemma_euler5
74549,0.062327112,lemma_euler5
74550,0.062332238,lemma_euler5
74551,0.062333965,lemma_euler5
74552,0.062338147,lemma_euler5
74553,0.062341266,lemma_euler5
74554,0.062345447,lemma_euler5
74555,0.062347978,lemma_euler5
74556,0.062352993,lemma_euler5
74557,0.06235472,lemma_euler5
74558,0.062358901,lemma_euler5
74559,0.062362019,lemma_euler5
74560,0.062366441,lemma_euler5
74561,0.062368168,lemma_euler5
74562,0.062373182,lemma_euler5
74563,0.062374909,lemma_euler5
74564,0.06237909,lemma_euler5
74565,0.062382722,lemma_euler5
74566,0.062386903,lemma_euler5
74567,0.06238863,lemma_euler5
74568,0.062393644,lemma_euler5
74569,0.06239537,lemma_euler5
74570,0.062399791,lemma_euler5
74571,0.062402908,lemma_euler5
74572,0.062407089,lemma_euler5
74573,0.062408816,lemma_euler5
74574,0.062413828,lemma_euler5
74575,0.062416359,lemma_euler5
74576,0.062420539,lemma_euler5
74577,0.062423656,lemma_euler5
74578,0.062427836,lemma_euler5
74579,0.062429562,lemma_euler5
74580,0.062434686,lemma_euler5
74581,0.062436413,lemma_euler5
74582,0.062440592,lemma_euler5
74583,0.062443709,lemma_euler5
74584,0.062447889,lemma_euler5
74585,0.062450419,lemma_euler5
74586,0.06245543,lemma_euler5
74587,0.062457157,lemma_euler5
74588,0.062461336,lemma_euler5
74589,0.062464453,lemma_euler5
74590,0.062468871,lemma_euler5
74591,0.062470598,lemma_euler5
74592,0.062475609,lemma_euler5
74593,0.062477336,lemma_euler5
74594,0.062481514,lemma_euler5
74595,0.062485145,lemma_euler5
74596,0.062489323,lemma_euler5
74597,0.06249105,lemma_euler5
74598,0.06249606,lemma_euler5
74599,0.062497786,lemma_euler5
74600,0.062502204,lemma_euler5
74601,0.06250532,lemma_euler5
74602,0.062509498,lemma_euler5
74603,0.062511225,lemma_euler5
74604,0.062516234,lemma_euler5
74605,0.062518764,lemma_euler5
74606,0.062522942,lemma_euler5
74607,0.062526057,lemma_euler5
74608,0.062530235,lemma_euler5
74609,0.062531961,lemma_euler5
74610,0.062537081,lemma_euler5
74611,0.062538808,lemma_euler5
74612,0.062542985,lemma_euler5
74613,0.0625461,lemma_euler5
74614,0.062550277,lemma_euler5
74615,0.062552806,lemma_euler5
74616,0.062557815,lemma_euler5
74617,0.062559541,lemma_euler5
74618,0.062563717,lemma_euler5
74619,0.062566832,lemma_euler5
74620,0.062571249,lemma_euler5
74621,0.062572975,lemma_euler5
74622,0.062577983,lemma_euler5
74623,0.062579709,lemma_euler5
74624,0.062583885,lemma_euler5
74625,0.062587513,lemma_euler5
74626,0.06259169,lemma_euler5
74627,0.062593415,lemma_euler5
74628,0.062598423,lemma_euler5
74629,0.062600149,lemma_euler5
74630,0.062604565,lemma_euler5
74631,0.062607679,lemma_euler5
74632,0.062611855,lemma_euler5
74633,0.062613581,lemma_euler5
74634,0.062618588,lemma_euler5
74635,0.062621116,lemma_euler5
74636,0.062625291,lemma_euler5
74637,0.062628405,lemma_euler5
74638,0.06263258,lemma_euler5
74639,0.062634306,lemma_euler5
74640,0.062639423,lemma_euler5
74641,0.062641149,lemma_euler5
74642,0.062645324,lemma_euler5
74643,0.062648437,lemma_euler5
74644,0.062652612,lemma_euler5
74645,0.06265514,lemma_euler5
74646,0.062660146,lemma_euler5
74647,0.062661872,lemma_euler5
74648,0.062666046,lemma_euler5
74649,0.062669159,lemma_euler5
74650,0.062673573,lemma_euler5
74651,0.062675298,lemma_euler5
74652,0.062680304,lemma_euler5
74653,0.062682029,lemma_euler5
74654,0.062686203,lemma_euler5
74655,0.062689829,lemma_euler5
74656,0.062694003,lemma_euler5
74657,0.062695728,lemma_euler5
74658,0.062700734,lemma_euler5
74659,0.062702459,lemma_euler5
74660,0.062706872,lemma_euler5
74661,0.062709985,lemma_euler5
74662,0.062714158,lemma_euler5
74663,0.062715883,lemma_euler5
74664,0.062720887,lemma_euler5
74665,0.062723414,lemma_euler5
74666,0.062727587,lemma_euler5
74667,0.062730699,lemma_euler5
74668,0.062734873,lemma_euler5
74669,0.062736597,lemma_euler5
74670,0.062741712,lemma_euler5
74671,0.062743437,lemma_euler5
74672,0.06274761,lemma_euler5
74673,0.062750722,lemma_euler5
74674,0.062754894,lemma_euler5
74675,0.062757421,lemma_euler5
74676,0.062762424,lemma_euler5
74677,0.062764149,lemma_euler5
74678,0.062768321,lemma_euler5
74679,0.062771432,lemma_euler5
74680,0.062775844,lemma_euler5
74681,0.062777569,lemma_euler5
74682,0.062782572,lemma_euler5
74683,0.062784296,lemma_euler5
74684,0.062788468,lemma_euler5
74685,0.062792092,lemma_euler5
74686,0.062796264,lemma_euler5
74687,0.062797989,lemma_euler5
74688,0.06280299,lemma_euler5
74689,0.062804715,lemma_euler5
74690,0.062809126,lemma_euler5
74691,0.062812237,lemma_euler5
74692,0.062816408,lemma_euler5
74693,0.062818133,lemma_euler5
74694,0.062823134,lemma_euler5
74695,0.06282566,lemma_euler5
74696,0.06282983,lemma_euler5
74697,0.062832942,lemma_euler5
74698,0.062837112,lemma_euler5
74699,0.062838836,lemma_euler5
74700,0.062843948,lemma_euler5
74701,0.062845672,lemma_euler5
74702,0.062849843,lemma_euler5
74703,0.062852953,lemma_euler5
74704,0.062857123,lemma_euler5
74705,0.062859649,lemma_euler5
74706,0.062864649,lemma_euler5
74707,0.062866373,lemma_euler5
74708,0.062870543,lemma_euler5
74709,0.062873653,lemma_euler5
74710,0.062878062,lemma_euler5
74711,0.062879787,lemma_euler5
74712,0.062884786,lemma_euler5
74713,0.062886511,lemma_euler5
74714,0.06289068,lemma_euler5
74715,0.062894303,lemma_euler5
74716,0.062898472,lemma_euler5
74717,0.062900195,lemma_euler5
74718,0.062905195,lemma_euler5
74719,0.062906919,lemma_euler5
74720,0.062911327,lemma_euler5
74721,0.062914436,lemma_euler5
74722,0.062918606,lemma_euler5
74723,0.062920329,lemma_euler5
74724,0.062925328,lemma_euler5
74725,0.062927853,lemma_euler5
74726,0.062932021,lemma_euler5
74727,0.06293513,lemma_euler5
74728,0.062939298,lemma_euler5
74729,0.062941022,lemma_euler5
74730,0.062946131,lemma_euler5
74731,0.062947855,lemma_euler5
74732,0.062952023,lemma_euler5
74733,0.062955132,lemma_euler5
74734,0.0629593,lemma_euler5
74735,0.062961824,lemma_euler5
74736,0.062966822,lemma_euler5
74737,0.062968545,lemma_euler5
74738,0.062972713,lemma_euler5
74739,0.062975821,lemma_euler5
74740,0.062980228,lemma_euler5
74741,0.062981951,lemma_euler5
74742,0.062986948,lemma_euler5
74743,0.062988672,lemma_euler5
74744,0.062992839,lemma_euler5
74745,0.062996459,lemma_euler5
74746,0.063000626,lemma_euler5
74747,0.06300235,lemma_euler5
74748,0.063007346,lemma_euler5
74749,0.063009069,lemma_euler5
74750,0.063013475,lemma_euler5
74751,0.063016583,lemma_euler5
74752,0.063020749,lemma_euler5
74753,0.063022473,lemma_euler5
74754,0.063027469,lemma_euler5
74755,0.063029993,lemma_euler5
74756,0.063034158,lemma_euler5
74757,0.063037266,lemma_euler5
74758,0.063041432,lemma_euler5
74759,0.063043155,lemma_euler5
74760,0.063048261,lemma_euler5
74761,0.063049984,lemma_euler5
74762,0.06305415,lemma_euler5
74763,0.063057257,lemma_euler5
74764,0.063061423,lemma_euler5
74765,0.063063946,lemma_euler5
74766,0.06306894,lemma_euler5
74767,0.063070663,lemma_euler5
74768,0.063074829,lemma_euler5
74769,0.063077936,lemma_euler5
74770,0.06308234,lemma_euler5
74771,0.063084063,lemma_euler5
74772,0.063089057,lemma_euler5
74773,0.06309078,lemma_euler5
74774,0.063094944,lemma_euler5
74775,0.063098564,lemma_euler5
74776,0.063102728,lemma_euler5
74777,0.063104451,lemma_euler5
74778,0.063109444,lemma_euler5
74779,0.063111167,lemma_euler5
74780,0.063115571,lemma_euler5
74781,0.063118677,lemma_euler5
74782,0.063122841,lemma_euler5
74783,0.063124563,lemma_euler5
74784,0.063129556,lemma_euler5
74785,0.063132079,lemma_euler5
74786,0.063136243,lemma_euler5
74787,0.063139349,lemma_euler5
74788,0.063143512,lemma_euler5
74789,0.063145235,lemma_euler5
74790,0.063150338,lemma_euler5
74791,0.063152061,lemma_euler5
74792,0.063156224,lemma_euler5
74793,0.06315933,lemma_euler5
74794,0.063163493,lemma_euler5
74795,0.063166015,lemma_euler5
74796,0.063171007,lemma_euler5
74797,0.063172729,lemma_euler5
74798,0.063176892,lemma_euler5
74799,0.063179998,lemma_euler5
74800,0.063184399,lemma_euler5
74801,0.063186122,lemma_euler5
74802,0.063191113,lemma_euler5
74803,0.063192835,lemma_euler5
74804,0.063196998,lemma_euler5
74805,0.063200614,lemma_euler5
74806,0.063204777,lemma_euler5
74807,0.063206499,lemma_euler5
74808,0.06321149,lemma_euler5
74809,0.063213212,lemma_euler5
74810,0.063217613,lemma_euler5
74811,0.063220717,lemma_euler5
74812,0.06322488,lemma_euler5
74813,0.063226602,lemma_euler5
74814,0.063231592,lemma_euler5
74815,0.063234113,lemma_euler5
74816,0.063238275,lemma_euler5
74817,0.063241379,lemma_euler5
74818,0.06324554,lemma_euler5
74819,0.063247262,lemma_euler5
74820,0.063252362,lemma_euler5
74821,0.063254085,lemma_euler5
74822,0.063258246,lemma_euler5
74823,0.063261349,lemma_euler5
74824,0.06326551,lemma_euler5
74825,0.063268031,lemma_euler5
74826,0.06327302,lemma_euler5
74827,0.063274742,lemma_euler5
74828,0.063278903,lemma_euler5
74829,0.063282007,lemma_euler5
74830,0.063286406,lemma_euler5
74831,0.063288128,lemma_euler5
74832,0.063293116,lemma_euler5
74833,0.063294838,lemma_euler5
74834,0.063298998,lemma_euler5
74835,0.063302613,lemma_euler5
74836,0.063306773,lemma_euler5
74837,0.063308495,lemma_euler5
74838,0.063313482,lemma_euler5
74839,0.063315204,lemma_euler5
74840,0.063319603,lemma_euler5
74841,0.063322706,lemma_euler5
74842,0.063326865,lemma_euler5
74843,0.063328587,lemma_euler5
74844,0.063333574,lemma_euler5
74845,0.063336094,lemma_euler5
74846,0.063340253,lemma_euler5
74847,0.063343356,lemma_euler5
74848,0.063347515,lemma_euler5
74849,0.063349236,lemma_euler5
74850,0.063354334,lemma_euler5
74851,0.063356055,lemma_euler5
74852,0.063360214,lemma_euler5
74853,0.063363317,lemma_euler5
74854,0.063367475,lemma_euler5
74855,0.063369995,lemma_euler5
74856,0.063374981,lemma_euler5
74857,0.063376702,lemma_euler5
74858,0.063380861,lemma_euler5
74859,0.063383963,lemma_euler5
74860,0.06338836,lemma_euler5
74861,0.063390081,lemma_euler5
74862,0.063395066,lemma_euler5
74863,0.063396788,lemma_euler5
74864,0.063400945,lemma_euler5
74865,0.063404559,lemma_euler5
74866,0.063408716,lemma_euler5
74867,0.063410437,lemma_euler5
74868,0.063415422,lemma_euler5
74869,0.063417143,lemma_euler5
74870,0.063421539,lemma_euler5
74871,0.063424641,lemma_euler5
74872,0.063428798,lemma_euler5
74873,0.063430519,lemma_euler5
74874,0.063435504,lemma_euler5
74875,0.063438022,lemma_euler5
74876,0.063442179,lemma_euler5
74877,0.063445281,lemma_euler5
74878,0.063449437,lemma_euler5
74879,0.063451158,lemma_euler5
74880,0.063456252,lemma_euler5
74881,0.063457973,lemma_euler5
74882,0.06346213,lemma_euler5
74883,0.063465231,lemma_euler5
74884,0.063469387,lemma_euler5
74885,0.063471906,lemma_euler5
74886,0.063476889,lemma_euler5
74887,0.063478609,lemma_euler5
74888,0.063482766,lemma_euler5
74889,0.063485867,lemma_euler5
74890,0.063490261,lemma_euler5
74891,0.063491981,lemma_euler5
74892,0.063496964,lemma_euler5
74893,0.063498685,lemma_euler5
74894,0.06350284,lemma_euler5
74895,0.063506451,lemma_euler5
74896,0.063510607,lemma_euler5
74897,0.063512327,lemma_euler5
74898,0.063517309,lemma_euler5
74899,0.06351903,lemma_euler5
74900,0.063523423,lemma_euler5
74901,0.063526524,lemma_euler5
74902,0.063530678,lemma_euler5
74903,0.063532399,lemma_euler5
74904,0.06353738,lemma_euler5
74905,0.063539898,lemma_euler5
74906,0.063544053,lemma_euler5
74907,0.063547152,lemma_euler5
74908,0.063551307,lemma_euler5
74909,0.063553027,lemma_euler5
74910,0.063558118,lemma_euler5
74911,0.063559839,lemma_euler5
74912,0.063563993,lemma_euler5
74913,0.063567093,lemma_euler5
74914,0.063571247,lemma_euler5
74915,0.063573764,lemma_euler5
74916,0.063578744,lemma_euler5
74917,0.063580464,lemma_euler5
74918,0.063584618,lemma_euler5
74919,0.063587717,lemma_euler5
74920,0.063592109,lemma_euler5
74921,0.063593829,lemma_euler5
74922,0.063598809,lemma_euler5
74923,0.063600529,lemma_euler5
74924,0.063604683,lemma_euler5
74925,0.063608291,lemma_euler5
74926,0.063612445,lemma_euler5
74927,0.063614164,lemma_euler5
74928,0.063619144,lemma_euler5
74929,0.063620863,lemma_euler5
74930,0.063625255,lemma_euler5
74931,0.063628354,lemma_euler5
74932,0.063632506,lemma_euler5
74933,0.063634226,lemma_euler5
74934,0.063639204,lemma_euler5
74935,0.063641721,lemma_euler5
74936,0.063645873,lemma_euler5
74937,0.063648972,lemma_euler5
74938,0.063653123,lemma_euler5
74939,0.063654843,lemma_euler5
74940,0.063659932,lemma_euler5
74941,0.063661652,lemma_euler5
74942,0.063665803,lemma_euler5
74943,0.063668901,lemma_euler5
74944,0.063673053,lemma_euler5
74945,0.063675569,lemma_euler5
74946,0.063680547,lemma_euler5
74947,0.063682266,lemma_euler5
74948,0.063686418,lemma_euler5
74949,0.063689515,lemma_euler5
74950,0.063693905,lemma_euler5
74951,0.063695624,lemma_euler5
74952,0.063700602,lemma_euler5
74953,0.063702321,lemma_euler5
74954,0.063706472,lemma_euler5
74955,0.063710079,lemma_euler5
74956,0.06371423,lemma_euler5
74957,0.063715949,lemma_euler5
74958,0.063720925,lemma_euler5
74959,0.063722645,lemma_euler5
74960,0.063727033,lemma_euler5
74961,0.063730131,lemma_euler5
74962,0.063734281,lemma_euler5
74963,0.063736,lemma_euler5
74964,0.063740976,lemma_euler5
74965,0.063743491,lemma_euler5
74966,0.063747642,lemma_euler5
74967,0.063750738,lemma_euler5
74968,0.063754888,lemma_euler5
74969,0.063756607,lemma_euler5
74970,0.063761693,lemma_euler5
74971,0.063763412,lemma_euler5
74972,0.063767561,lemma_euler5
74973,0.063770658,lemma_euler5
74974,0.063774807,lemma_euler5
74975,0.063777322,lemma_euler5
74976,0.063782297,lemma_euler5
74977,0.063784016,lemma_euler5
74978,0.063788165,lemma_euler5
74979,0.063791261,lemma_euler5
74980,0.063795648,lemma_euler5
74981,0.063797367,lemma_euler5
74982,0.063802341,lemma_euler5
74983,0.06380406,lemma_euler5
74984,0.063808209,lemma_euler5
74985,0.063811814,lemma_euler5
74986,0.063815963,lemma_euler5
74987,0.063817681,lemma_euler5
74988,0.063822655,lemma_euler5
74989,0.063824373,lemma_euler5
74990,0.06382876,lemma_euler5
74991,0.063831855,lemma_euler5
74992,0.063836003,lemma_euler5
74993,0.063837722,lemma_euler5
74994,0.063842695,lemma_euler5
74995,0.063845209,lemma_euler5
74996,0.063849357,lemma_euler5
74997,0.063852452,lemma_euler5
74998,0.0638566,lemma_euler5
74999,0.063858318,lemma_euler5
75000,0.063863401,lemma_euler5
75001,0.063865119,lemma_euler5
75002,0.063869267,lemma_euler5
75003,0.063872362,lemma_euler5
75004,0.063876509,lemma_euler5
75005,0.063879023,lemma_euler5
75006,0.063883994,lemma_euler5
75007,0.063885713,lemma_euler5
75008,0.063889859,lemma_euler5
75009,0.063892954,lemma_euler5
75010,0.063897339,lemma_euler5
75011,0.063899057,lemma_euler5
75012,0.063904028,lemma_euler5
75013,0.063905746,lemma_euler5
75014,0.063909893,lemma_euler5
75015,0.063913496,lemma_euler5
75016,0.063917643,lemma_euler5
75017,0.063919361,lemma_euler5
75018,0.063924331,lemma_euler5
75019,0.06392605,lemma_euler5
75020,0.063930433,lemma_euler5
75021,0.063933527,lemma_euler5
75022,0.063937673,lemma_euler5
75023,0.063939391,lemma_euler5
75024,0.063944362,lemma_euler5
75025,0.063946874,lemma_euler5
75026,0.06395102,lemma_euler5
75027,0.063954113,lemma_euler5
75028,0.063958259,lemma_euler5
75029,0.063959977,lemma_euler5
75030,0.063965057,lemma_euler5
75031,0.063966774,lemma_euler5
75032,0.063970919,lemma_euler5
75033,0.063974013,lemma_euler5
75034,0.063978158,lemma_euler5
75035,0.063980671,lemma_euler5
75036,0.063985639,lemma_euler5
75037,0.063987357,lemma_euler5
75038,0.063991502,lemma_euler5
75039,0.063994595,lemma_euler5
75040,0.063998977,lemma_euler5
75041,0.064000695,lemma_euler5
75042,0.064005663,lemma_euler5
75043,0.064007381,lemma_euler5
75044,0.064011525,lemma_euler5
75045,0.064015126,lemma_euler5
75046,0.06401927,lemma_euler5
75047,0.064020988,lemma_euler5
75048,0.064025956,lemma_euler5
75049,0.064027673,lemma_euler5
75050,0.064032055,lemma_euler5
75051,0.064035147,lemma_euler5
75052,0.064039291,lemma_euler5
75053,0.064041008,lemma_euler5
75054,0.064045975,lemma_euler5
75055,0.064048488,lemma_euler5
75056,0.06405263,lemma_euler5
75057,0.064055722,lemma_euler5
75058,0.064059865,lemma_euler5
75059,0.064061583,lemma_euler5
75060,0.06406666,lemma_euler5
75061,0.064068377,lemma_euler5
75062,0.06407252,lemma_euler5
75063,0.064075612,lemma_euler5
75064,0.064079754,lemma_euler5
75065,0.064082266,lemma_euler5
75066,0.064087232,lemma_euler5
75067,0.064088949,lemma_euler5
75068,0.064093091,lemma_euler5
75069,0.064096183,lemma_euler5
75070,0.064100563,lemma_euler5
75071,0.06410228,lemma_euler5
75072,0.064107245,lemma_euler5
75073,0.064108962,lemma_euler5
75074,0.064113104,lemma_euler5
75075,0.064116704,lemma_euler5
75076,0.064120845,lemma_euler5
75077,0.064122562,lemma_euler5
75078,0.064127528,lemma_euler5
75079,0.064129245,lemma_euler5
75080,0.064133623,lemma_euler5
75081,0.064136714,lemma_euler5
75082,0.064140855,lemma_euler5
75083,0.064142572,lemma_euler5
75084,0.064147537,lemma_euler5
75085,0.064150048,lemma_euler5
75086,0.064154189,lemma_euler5
75087,0.064157279,lemma_euler5
75088,0.06416142,lemma_euler5
75089,0.064163137,lemma_euler5
75090,0.064168211,lemma_euler5
75091,0.064169927,lemma_euler5
75092,0.064174068,lemma_euler5
75093,0.064177158,lemma_euler5
75094,0.064181298,lemma_euler5
75095,0.064183808,lemma_euler5
75096,0.064188772,lemma_euler5
75097,0.064190488,lemma_euler5
75098,0.064194629,lemma_euler5
75099,0.064197719,lemma_euler5
75100,0.064202096,lemma_euler5
75101,0.064203812,lemma_euler5
75102,0.064208775,lemma_euler5
75103,0.064210491,lemma_euler5
75104,0.064214631,lemma_euler5
75105,0.064218229,lemma_euler5
75106,0.064222368,lemma_euler5
75107,0.064224085,lemma_euler5
75108,0.064229047,lemma_euler5
75109,0.064230763,lemma_euler5
75110,0.06423514,lemma_euler5
75111,0.064238229,lemma_euler5
75112,0.064242368,lemma_euler5
75113,0.064244084,lemma_euler5
75114,0.064249046,lemma_euler5
75115,0.064251555,lemma_euler5
75116,0.064255694,lemma_euler5
75117,0.064258783,lemma_euler5
75118,0.064262922,lemma_euler5
75119,0.064264638,lemma_euler5
75120,0.064269709,lemma_euler5
75121,0.064271425,lemma_euler5
75122,0.064275563,lemma_euler5
75123,0.064278652,lemma_euler5
75124,0.06428279,lemma_euler5
75125,0.064285299,lemma_euler5
75126,0.06429026,lemma_euler5
75127,0.064291976,lemma_euler5
75128,0.064296113,lemma_euler5
75129,0.064299202,lemma_euler5
75130,0.064303577,lemma_euler5
75131,0.064305292,lemma_euler5
75132,0.064310252,lemma_euler5
75133,0.064311968,lemma_euler5
75134,0.064316106,lemma_euler5
75135,0.064319701,lemma_euler5
75136,0.064323839,lemma_euler5
75137,0.064325555,lemma_euler5
75138,0.064330514,lemma_euler5
75139,0.064332229,lemma_euler5
75140,0.064336604,lemma_euler5
75141,0.064339692,lemma_euler5
75142,0.064343828,lemma_euler5
75143,0.064345544,lemma_euler5
75144,0.064350503,lemma_euler5
75145,0.064353011,lemma_euler5
75146,0.064357147,lemma_euler5
75147,0.064360235,lemma_euler5
75148,0.064364371,lemma_euler5
75149,0.064366087,lemma_euler5
75150,0.064371155,lemma_euler5
75151,0.064372871,lemma_euler5
75152,0.064377006,lemma_euler5
75153,0.064380093,lemma_euler5
75154,0.064384229,lemma_euler5
75155,0.064386737,lemma_euler5
75156,0.064391695,lemma_euler5
75157,0.06439341,lemma_euler5
75158,0.064397546,lemma_euler5
75159,0.064400633,lemma_euler5
75160,0.064405005,lemma_euler5
75161,0.064406721,lemma_euler5
75162,0.064411678,lemma_euler5
75163,0.064413393,lemma_euler5
75164,0.064417528,lemma_euler5
75165,0.064421122,lemma_euler5
75166,0.064425257,lemma_euler5
75167,0.064426972,lemma_euler5
75168,0.064431929,lemma_euler5
75169,0.064433644,lemma_euler5
75170,0.064438015,lemma_euler5
75171,0.064441102,lemma_euler5
75172,0.064445236,lemma_euler5
75173,0.064446951,lemma_euler5
75174,0.064451907,lemma_euler5
75175,0.064454415,lemma_euler5
75176,0.064458549,lemma_euler5
75177,0.064461634,lemma_euler5
75178,0.064465768,lemma_euler5
75179,0.064467483,lemma_euler5
75180,0.064472548,lemma_euler5
75181,0.064474264,lemma_euler5
75182,0.064478397,lemma_euler5
75183,0.064481483,lemma_euler5
75184,0.064485617,lemma_euler5
75185,0.064488124,lemma_euler5
75186,0.064493078,lemma_euler5
75187,0.064494793,lemma_euler5
75188,0.064498927,lemma_euler5
75189,0.064502012,lemma_euler5
75190,0.064506382,lemma_euler5
75191,0.064508096,lemma_euler5
75192,0.064513051,lemma_euler5
75193,0.064514765,lemma_euler5
75194,0.064518898,lemma_euler5
75195,0.06452249,lemma_euler5
75196,0.064526623,lemma_euler5
75197,0.064528337,lemma_euler5
75198,0.064533291,lemma_euler5
75199,0.064535006,lemma_euler5
75200,0.064539375,lemma_euler5
75201,0.064542459,lemma_euler5
75202,0.064546592,lemma_euler5
75203,0.064548306,lemma_euler5
75204,0.06455326,lemma_euler5
75205,0.064555765,lemma_euler5
75206,0.064559898,lemma_euler5
75207,0.064562982,lemma_euler5
75208,0.064567113,lemma_euler5
75209,0.064568828,lemma_euler5
75210,0.064573891,lemma_euler5
75211,0.064575605,lemma_euler5
75212,0.064579736,lemma_euler5
75213,0.06458282,lemma_euler5
75214,0.064586952,lemma_euler5
75215,0.064589457,lemma_euler5
75216,0.064594409,lemma_euler5
75217,0.064596124,lemma_euler5
75218,0.064600255,lemma_euler5
75219,0.064603338,lemma_euler5
75220,0.064607706,lemma_euler5
75221,0.06460942,lemma_euler5
75222,0.064614371,lemma_euler5
75223,0.064616085,lemma_euler5
75224,0.064620216,lemma_euler5
75225,0.064623806,lemma_euler5
75226,0.064627937,lemma_euler5
75227,0.06462965,lemma_euler5
75228,0.064634601,lemma_euler5
75229,0.064636316,lemma_euler5
75230,0.064640682,lemma_euler5
75231,0.064643765,lemma_euler5
75232,0.064647895,lemma_euler5
75233,0.064649609,lemma_euler5
75234,0.06465456,lemma_euler5
75235,0.064657064,lemma_euler5
75236,0.064661194,lemma_euler5
75237,0.064664277,lemma_euler5
75238,0.064668407,lemma_euler5
75239,0.06467012,lemma_euler5
75240,0.06467518,lemma_euler5
75241,0.064676893,lemma_euler5
75242,0.064681023,lemma_euler5
75243,0.064684105,lemma_euler5
75244,0.064688234,lemma_euler5
75245,0.064690739,lemma_euler5
75246,0.064695688,lemma_euler5
75247,0.064697402,lemma_euler5
75248,0.06470153,lemma_euler5
75249,0.064704613,lemma_euler5
75250,0.064708977,lemma_euler5
75251,0.064710691,lemma_euler5
75252,0.06471564,lemma_euler5
75253,0.064717354,lemma_euler5
75254,0.064721482,lemma_euler5
75255,0.064725069,lemma_euler5
75256,0.064729198,lemma_euler5
75257,0.064730911,lemma_euler5
75258,0.06473586,lemma_euler5
75259,0.064737573,lemma_euler5
75260,0.064741938,lemma_euler5
75261,0.064745019,lemma_euler5
75262,0.064749147,lemma_euler5
75263,0.06475086,lemma_euler5
75264,0.064755808,lemma_euler5
75265,0.064758311,lemma_euler5
75266,0.064762439,lemma_euler5
75267,0.06476552,lemma_euler5
75268,0.064769647,lemma_euler5
75269,0.06477136,lemma_euler5
75270,0.064776417,lemma_euler5
75271,0.06477813,lemma_euler5
75272,0.064782257,lemma_euler5
